Job.Latitude,Job.Longitude,Finance.LCOE,Job.Tech,Panel.EM,Panel.Irradiance,Panel.PVGen
46,22,0.20394743941078505,OPVTypical3,1.2086814835759505,362.28575767999047,1207.1486965236015
-22,26,0.13831440157460295,OPVTypical3,1.071039598559014,539.4168738425243,1718.5605998712092
2,30,0.17289783390590205,OPVTypical3,1.117426180185221,423.2112310187408,1406.8068470173798
16,27,0.11644551992092216,OPVTypical3,1.0939644724199151,597.2027823212111,2010.9791038140008
-11,28,0.14906714257208686,OPVTypical3,1.093907141484848,484.9733289605861,1599.4068069030552
-6,20,0.1610738542093901,OPVTypical3,1.1634416926629316,427.50906824417007,1430.9882724535516
-15,30,0.1490329444026624,OPVTypical3,1.1124050519189548,489.5600595049098,1591.8909915668241
-7,29,0.17197508634418285,OPVTypical3,1.116784042375339,414.3398239600071,1396.6688854406596
18,24,0.1151202271211039,OPVTypical3,1.065577374141818,613.2405595824538,2053.16728528711
12,22,0.12588417843524374,OPVTypical3,1.0666112217731576,571.4653193692633,1896.1396514077999
-20,29,0.14569826930135799,OPVTypical3,1.087549326350403,510.6628825556269,1615.9440528861908
17,30,0.11639826676738158,OPVTypical3,1.1109439554024971,598.6412066497345,2000.986108692375
9,28,0.13271441586902824,OPVTypical3,1.0926667944616426,541.5921143129316,1817.255397587644
52,25,0.2513506941789389,OPVTypical3,1.2989569351176289,322.53207855078324,1034.5535821398748
50,27,0.2366589965991136,OPVTypical3,1.2661841991724332,330.9362561641055,1072.9346016624993
49,21,0.2485719427252449,OPVTypical3,1.2768675649540864,316.3128394684229,1062.1969395968183
51,20,0.2515672230294769,OPVTypical3,1.287526355232831,312.1613525950335,1018.3764333554884
-10,20,0.1569454041823156,OPVTypical3,1.1478542684964512,450.3976224773833,1496.800663916151
-10,20,0.1569454041823156,OPVTypical3,1.1478542684964512,450.3976224773833,1496.800663916151
9,28,0.13271441586902824,OPVTypical3,1.0926667944616426,541.5921143129316,1817.255397587644
-21,27,0.1409944415805453,OPVTypical3,1.0884781996028507,524.0676433046431,1673.955733989387
6,23,0.14226218661205334,OPVTypical3,1.1312367504467071,506.172828488372,1671.6520694789215
-16,28,0.14679691212118412,OPVTypical3,1.080662800956433,497.1527163058147,1612.014518022195
-29,23,0.1468866421405917,OPVTypical3,1.0941163196857104,486.8294852751378,1614.630999810573
-19,24,0.14133425968183375,OPVTypical3,1.0930941285108815,531.8957508103966,1681.2059477485068
11,30,0.13179891789556475,OPVTypical3,1.1323739361295593,531.6423697420405,1786.268179362121
-21,23,0.13701063218479345,OPVTypical3,1.0802561608741956,546.2980491385946,1741.7866209481174
44,25,0.19260049482471409,OPVTypical3,1.2146427548236984,381.7005825356745,1261.3497220718546
9,20,0.13425752250259015,OPVTypical3,1.087294032487464,532.5984704093569,1776.558422442512
-25,20,0.1340989796537458,OPVTypical3,1.0883229150014508,532.0066798776902,1769.5770660889277
54,24,0.2887915130193169,OPVTypical3,1.347423068394376,288.4464238284504,950.6860916954103
-20,26,0.13829112941759208,OPVTypical3,1.0798891598529212,540.1042159110954,1714.5431286455082
-28,26,0.14937237568452424,OPVTypical3,1.0957368836211872,501.1155414518518,1602.8838316058307
-2,25,0.17565507564707902,OPVTypical3,1.1465394800928226,398.3676001175434,1352.2495041309612
-9,25,0.15779714772854006,OPVTypical3,1.1265152753899113,452.3837095919448,1505.3298039321137
-9,25,0.15779714772854006,OPVTypical3,1.1265152753899113,452.3837095919448,1505.3298039321137
0,27,0.17405906687699954,OPVTypical3,1.1427068105210345,421.00762264827097,1388.8766347653295
38,28,0.15951951203601478,OPVTypical3,1.1895158503013898,439.93102676942976,1501.5794432923828
-10,20,0.1569454041823156,OPVTypical3,1.1478542684964512,450.3976224773833,1496.800663916151
40,29,0.17592659445321246,OPVTypical3,1.201207267088665,404.8927939056549,1362.718334061935
56,22,0.3002320585686073,OPVTypical3,1.352786754115768,285.85465697164744,964.9191472420024
-20,24,0.13909307277999694,OPVTypical3,1.0891376025763178,532.9360301080346,1711.0577338151777
-21,28,0.14383351923604976,OPVTypical3,1.0836029350846037,519.1517978878582,1635.0970138998173
23,23,0.12097971493623495,OPVTypical3,1.0620946737122818,585.9532569602491,1956.6395184098367
30,20,0.12963643771499125,OPVTypical3,1.0995457207311414,541.1990330652575,1815.4096462814762
45,25,0.19471964763904176,OPVTypical3,1.25845024774899,371.16055751014886,1256.1546553035607
-7,26,0.1649569944570992,OPVTypical3,1.1053798371651875,436.2389195593928,1456.939534991436
5,20,0.14668902216428448,OPVTypical3,1.1346851577063577,484.6807833141542,1601.215344407425
-23,28,0.14402368613414673,OPVTypical3,1.0876141030518631,513.3489453970855,1637.2336502591559
-32,26,0.1646980364821268,OPVTypical3,1.1372417130009378,436.72488286692635,1451.7242457446046
22,22,0.11938213260309358,OPVTypical3,1.0536627606302291,597.6783986502486,1993.4447483765875
24,27,0.11923500166979854,OPVTypical3,1.0831515724939007,583.9837905965562,1953.418437642724
32,23,0.13319294752580316,OPVTypical3,1.1020460659299158,530.6374589005082,1782.134652051149
12,28,0.12467367206251875,OPVTypical3,1.1008299722414236,569.7700628050574,1908.6796504238587
29,26,0.1255270967959418,OPVTypical3,1.071224049323236,565.7534204834228,1897.6849799016543
23,30,0.12059301233491355,OPVTypical3,1.075912081083794,580.2318724421385,1940.834519557574
16,26,0.11581589277563024,OPVTypical3,1.0930266425669102,598.6107941261828,2023.1681410435208
-16,25,0.1453762807532496,OPVTypical3,1.0998967756619915,512.5220495703513,1621.711324145596
