Job.Latitude,Job.Longitude,Finance.LCOE,Job.Tech,Panel.EM,Panel.Irradiance,Panel.PVGen
-22,26,0.2716520487112949,OPVTypical5,1.306111354419023,539.4168738425243,1207.7373369612594
12,22,0.25203941030155635,OPVTypical5,1.2824460761660101,571.4653193692633,1306.4622564900385
-6,20,0.30539554272871283,OPVTypical5,1.4659832786502602,427.50906824417007,1041.2588827219124
-20,29,0.2847012029253451,OPVTypical5,1.3375660602487864,510.6628825556269,1141.4426213737927
-15,30,0.2909859813789775,OPVTypical5,1.3476281616135684,489.5600595049098,1125.3926168156142
-7,29,0.3180766115398029,OPVTypical5,1.4846627388496136,414.3398239600071,1042.2752516418493
-11,28,0.28845055523168883,OPVTypical5,1.3643804997619997,484.9733289605861,1140.7538979762876
18,24,0.2314135102190055,OPVTypical5,1.2450020406002216,613.2405595824538,1409.6520387270841
2,30,0.3121334870792794,OPVTypical5,1.5285601857787168,423.2112310187408,1074.4916710017
16,27,0.2347448558654533,OPVTypical5,1.2719044789823672,597.2027823212111,1376.6140050277393
46,22,0.3685244793983008,OPVTypical5,1.6502791423847123,362.28575767999047,920.6794188972312
9,28,0.25902263961310984,OPVTypical5,1.3492587068336317,541.5921143129316,1283.9887351426767
9,28,0.25902263961310984,OPVTypical5,1.3492587068336317,541.5921143129316,1283.9887351426767
51,20,0.44449386304181576,OPVTypical5,1.7402808498567222,312.1613525950335,792.7775043592917
-10,20,0.30044314349008666,OPVTypical5,1.4339153238845868,450.3976224773833,1078.7532467319445
6,23,0.2836020026759198,OPVTypical5,1.3397442245202162,506.172828488372,1156.0346499682562
-21,27,0.2762181906945581,OPVTypical5,1.3238647630413023,524.0676433046431,1179.3506556504185
49,21,0.4374295081085694,OPVTypical5,1.7328220581034257,316.3128394684229,829.3753097877774
50,27,0.4205598534131508,OPVTypical5,1.7211723166656678,330.9362561641055,831.5297288855674
52,25,0.449498497292212,OPVTypical5,1.7232649243168807,322.53207855078324,795.7843477977333
17,30,0.2364744602278609,OPVTypical5,1.2487530558263331,598.6412066497345,1359.554964463903
-10,20,0.30044314349008666,OPVTypical5,1.4339153238845868,450.3976224773833,1078.7532467319445
-29,23,0.28686042088906416,OPVTypical5,1.3481312569272694,486.8294852751378,1140.4652970001637
9,20,0.2649571358381867,OPVTypical5,1.3297156183470304,532.5984704093569,1241.378511853928
54,24,0.4978570885969966,OPVTypical5,1.8060003185029432,288.4464238284504,757.0644882201697
-21,23,0.27004289610604343,OPVTypical5,1.2927526456264502,546.2980491385946,1219.568732131585
-19,24,0.2777754559071843,OPVTypical5,1.3074762959004895,531.8957508103966,1180.4452759190276
-28,26,0.2919309113686213,OPVTypical5,1.3391763627685196,501.1155414518518,1131.2947546057146
11,30,0.256638621394617,OPVTypical5,1.379065743434528,531.6423697420405,1265.193083725747
-25,20,0.265249187297236,OPVTypical5,1.3049803451686333,532.0066798776902,1234.352801491643
44,25,0.3549585579171926,OPVTypical5,1.6192361180056738,381.7005825356745,943.447787953061
-16,28,0.28517638209880186,OPVTypical5,1.3437379312384938,497.1527163058147,1145.3148160166822
-20,26,0.2725089945885311,OPVTypical5,1.2983288506457449,540.1042159110954,1200.7672043490054
-9,25,0.3018274771893101,OPVTypical5,1.415753826277775,452.3837095919448,1086.0109567778004
0,27,0.3257799412128691,OPVTypical5,1.4881104196713475,421.00762264827097,1022.9549366872418
-20,24,0.2723536306735321,OPVTypical5,1.3152956842778547,532.9360301080346,1206.0339018085738
-9,25,0.3018274771893101,OPVTypical5,1.415753826277775,452.3837095919448,1086.0109567778004
23,23,0.2402116133915471,OPVTypical5,1.2623328748493117,585.9532569602491,1360.3914877591244
40,29,0.327182568731292,OPVTypical5,1.5943828325242382,404.8927939056549,1010.9667456326732
38,28,0.29877371380787765,OPVTypical5,1.5293873299315384,439.93102676942976,1106.470713541589
56,22,0.5221714592827682,OPVTypical5,1.7869894907622386,285.85465697164744,760.5227781243461
-2,25,0.32735420938794,OPVTypical5,1.4999472397824822,398.3676001175434,1000.553166777838
-21,28,0.2819887173356391,OPVTypical5,1.3240965967322038,519.1517978878582,1151.1097090475853
-10,20,0.30044314349008666,OPVTypical5,1.4339153238845868,450.3976224773833,1078.7532467319445
30,20,0.25655940583864595,OPVTypical5,1.3152575589801956,541.1990330652575,1266.1095076942356
45,25,0.3600536592133953,OPVTypical5,1.6349493501338053,371.16055751014886,935.9716975186624
-7,26,0.3097431665297747,OPVTypical5,1.4356318967135069,436.2389195593928,1070.7330676906897
5,20,0.2868668418529329,OPVTypical5,1.3865813122173885,484.6807833141542,1128.942521681738
-23,28,0.2818835387822415,OPVTypical5,1.3297576308096617,513.3489453970855,1154.6108231310386
-32,26,0.31541825737056034,OPVTypical5,1.4196809202115757,436.72488286692635,1044.9230765208315
24,27,0.2415073097087177,OPVTypical5,1.2385688993565809,583.9837905965562,1331.0996551651667
32,23,0.26149718988674103,OPVTypical5,1.335487570057904,530.6374589005082,1252.5540582044616
12,28,0.2471648954904985,OPVTypical5,1.3142845871376334,569.7700628050574,1328.0433245230972
22,22,0.23783962791261645,OPVTypical5,1.253563698374069,597.6783986502486,1381.1611749054846
23,30,0.24407340305125386,OPVTypical5,1.2404541495288983,580.2318724421385,1323.7867067136287
29,26,0.2499087459203046,OPVTypical5,1.2700741019396482,565.7534204834228,1315.576409840115
16,26,0.2322812293274261,OPVTypical5,1.2862402917305904,598.6107941261828,1391.900963594765
-16,25,0.28467041466804954,OPVTypical5,1.3345959557468705,512.5220495703513,1142.848347969892
-13,27,0.2850579717502645,OPVTypical5,1.3653367594284145,490.7064054197348,1150.6822712944459
27,20,0.2486757086776953,OPVTypical5,1.2884808380933015,562.0239123217208,1307.4894813362805
-6,29,0.3140996898806197,OPVTypical5,1.4017344403237748,446.5818631296573,1057.2779136877741
55,23,0.5029806262768663,OPVTypical5,1.7593585940873135,301.79886401971464,767.0651801485934
-28,27,0.2917936799931074,OPVTypical5,1.3646860231922244,491.06363133313624,1129.1869691787042
