,time,G(i),H_sun,T2m,WS10m,Int
0,2019-01-01 00:00:00,9.47,1.19,20.63,2.47,0.0
1,2019-01-01 01:00:00,0.0,0.0,18.05,2.26,0.0
2,2019-01-01 02:00:00,0.0,0.0,15.48,2.06,0.0
3,2019-01-01 03:00:00,0.0,0.0,12.9,1.85,0.0
4,2019-01-01 04:00:00,0.0,0.0,11.72,1.34,0.0
5,2019-01-01 05:00:00,0.0,0.0,10.55,0.84,0.0
6,2019-01-01 06:00:00,0.0,0.0,9.37,0.33,0.0
7,2019-01-01 07:00:00,0.0,0.0,9.09,0.63,0.0
8,2019-01-01 08:00:00,0.0,0.0,8.8,0.94,0.0
9,2019-01-01 09:00:00,0.0,0.0,8.52,1.24,0.0
10,2019-01-01 10:00:00,0.0,0.0,8.38,0.92,0.0
11,2019-01-01 11:00:00,0.0,0.0,8.25,0.61,0.0
12,2019-01-01 12:00:00,0.0,0.0,8.11,0.29,0.0
13,2019-01-01 13:00:00,0.0,0.0,9.55,0.43,0.0
14,2019-01-01 14:00:00,212.92,9.63,10.99,0.57,0.0
15,2019-01-01 15:00:00,501.39,21.61,12.43,0.7,0.0
16,2019-01-01 16:00:00,740.53,32.36,14.29,0.98,0.0
17,2019-01-01 17:00:00,913.28,41.07,16.14,1.26,0.0
18,2019-01-01 18:00:00,1007.92,46.48,18.0,1.54,0.0
19,2019-01-01 19:00:00,1018.48,47.31,18.71,1.82,0.0
20,2019-01-01 20:00:00,946.94,43.31,19.41,2.09,0.0
21,2019-01-01 21:00:00,795.83,35.53,20.12,2.36,0.0
22,2019-01-01 22:00:00,579.67,25.34,18.88,2.56,0.0
23,2019-01-01 23:00:00,310.06,13.7,17.64,2.76,0.0
24,2019-01-02 00:00:00,11.36,1.31,16.4,2.97,0.0
25,2019-01-02 01:00:00,0.0,0.0,15.17,2.59,0.0
26,2019-01-02 02:00:00,0.0,0.0,13.94,2.22,0.0
27,2019-01-02 03:00:00,0.0,0.0,12.71,1.85,0.0
28,2019-01-02 04:00:00,0.0,0.0,12.08,1.52,0.0
29,2019-01-02 05:00:00,0.0,0.0,11.44,1.2,0.0
30,2019-01-02 06:00:00,0.0,0.0,10.81,0.87,0.0
31,2019-01-02 07:00:00,0.0,0.0,10.09,0.9,0.0
32,2019-01-02 08:00:00,0.0,0.0,9.38,0.92,0.0
33,2019-01-02 09:00:00,0.0,0.0,8.66,0.95,0.0
34,2019-01-02 10:00:00,0.0,0.0,8.47,0.91,0.0
35,2019-01-02 11:00:00,0.0,0.0,8.28,0.86,0.0
36,2019-01-02 12:00:00,0.0,0.0,8.08,0.81,0.0
37,2019-01-02 13:00:00,0.0,0.0,9.67,0.68,0.0
38,2019-01-02 14:00:00,208.64,9.57,11.26,0.54,0.0
39,2019-01-02 15:00:00,495.18,21.57,12.85,0.4,0.0
40,2019-01-02 16:00:00,731.76,32.35,14.26,1.01,0.0
41,2019-01-02 17:00:00,903.51,41.09,15.67,1.61,0.0
42,2019-01-02 18:00:00,999.38,46.54,17.08,2.22,0.0
43,2019-01-02 19:00:00,853.06,47.4,17.63,2.99,0.0
44,2019-01-02 20:00:00,943.3,43.43,18.19,3.77,0.0
45,2019-01-02 21:00:00,794.75,35.67,18.74,4.54,0.0
46,2019-01-02 22:00:00,579.94,25.48,17.62,4.13,0.0
47,2019-01-02 23:00:00,198.51,13.83,16.51,3.72,0.0
48,2019-01-03 00:00:00,12.31,1.44,15.39,3.31,0.0
49,2019-01-03 01:00:00,0.0,0.0,13.87,2.88,0.0
50,2019-01-03 02:00:00,0.0,0.0,12.35,2.46,0.0
51,2019-01-03 03:00:00,0.0,0.0,10.83,2.03,0.0
52,2019-01-03 04:00:00,0.0,0.0,10.19,1.77,0.0
53,2019-01-03 05:00:00,0.0,0.0,9.54,1.51,0.0
54,2019-01-03 06:00:00,0.0,0.0,8.9,1.26,0.0
55,2019-01-03 07:00:00,0.0,0.0,8.55,1.14,0.0
56,2019-01-03 08:00:00,0.0,0.0,8.21,1.03,0.0
57,2019-01-03 09:00:00,0.0,0.0,7.86,0.92,0.0
58,2019-01-03 10:00:00,0.0,0.0,7.55,0.92,0.0
59,2019-01-03 11:00:00,0.0,0.0,7.24,0.92,0.0
60,2019-01-03 12:00:00,0.0,0.0,6.92,0.92,0.0
61,2019-01-03 13:00:00,0.0,0.0,8.74,0.67,0.0
62,2019-01-03 14:00:00,208.84,9.52,10.56,0.42,0.0
63,2019-01-03 15:00:00,494.91,21.54,12.38,0.17,0.0
64,2019-01-03 16:00:00,509.57,32.34,14.09,0.74,0.0
65,2019-01-03 17:00:00,405.92,41.12,15.8,1.31,0.0
66,2019-01-03 18:00:00,834.55,46.61,17.51,1.89,0.0
67,2019-01-03 19:00:00,415.48,47.51,17.94,2.29,0.0
68,2019-01-03 20:00:00,710.86,43.56,18.38,2.68,0.0
69,2019-01-03 21:00:00,691.26,35.8,18.81,3.08,0.0
70,2019-01-03 22:00:00,459.1,25.61,17.65,3.18,0.0
71,2019-01-03 23:00:00,105.8,13.97,16.48,3.28,0.0
72,2019-01-04 00:00:00,7.57,1.57,15.32,3.38,0.0
73,2019-01-04 01:00:00,0.0,0.0,14.05,2.82,0.0
74,2019-01-04 02:00:00,0.0,0.0,12.78,2.26,0.0
75,2019-01-04 03:00:00,0.0,0.0,11.51,1.7,0.0
76,2019-01-04 04:00:00,0.0,0.0,10.49,1.32,0.0
77,2019-01-04 05:00:00,0.0,0.0,9.48,0.95,0.0
78,2019-01-04 06:00:00,0.0,0.0,8.46,0.58,0.0
79,2019-01-04 07:00:00,0.0,0.0,8.08,0.57,0.0
80,2019-01-04 08:00:00,0.0,0.0,7.71,0.57,0.0
81,2019-01-04 09:00:00,0.0,0.0,7.33,0.57,0.0
82,2019-01-04 10:00:00,0.0,0.0,7.36,0.63,0.0
83,2019-01-04 11:00:00,0.0,0.0,7.4,0.69,0.0
84,2019-01-04 12:00:00,0.0,0.0,7.43,0.76,0.0
85,2019-01-04 13:00:00,0.0,0.0,8.99,0.67,0.0
86,2019-01-04 14:00:00,66.61,9.47,10.54,0.58,0.0
87,2019-01-04 15:00:00,298.98,21.51,12.09,0.5,0.0
88,2019-01-04 16:00:00,337.49,32.34,14.47,0.84,0.0
89,2019-01-04 17:00:00,775.46,41.15,16.85,1.18,0.0
90,2019-01-04 18:00:00,787.02,46.68,19.23,1.52,0.0
91,2019-01-04 19:00:00,818.98,47.62,19.79,1.2,0.0
92,2019-01-04 20:00:00,843.32,43.69,20.34,0.87,0.0
93,2019-01-04 21:00:00,553.29,35.95,20.9,0.55,0.0
94,2019-01-04 22:00:00,301.83,25.76,19.59,2.4,0.0
95,2019-01-04 23:00:00,300.74,14.1,18.28,4.24,0.0
96,2019-01-05 00:00:00,15.15,1.71,16.97,6.08,0.0
97,2019-01-05 01:00:00,0.0,0.0,15.64,5.61,0.0
98,2019-01-05 02:00:00,0.0,0.0,14.32,5.14,0.0
99,2019-01-05 03:00:00,0.0,0.0,12.99,4.68,0.0
100,2019-01-05 04:00:00,0.0,0.0,12.07,4.47,0.0
101,2019-01-05 05:00:00,0.0,0.0,11.14,4.27,0.0
102,2019-01-05 06:00:00,0.0,0.0,10.22,4.07,0.0
103,2019-01-05 07:00:00,0.0,0.0,9.94,4.08,0.0
104,2019-01-05 08:00:00,0.0,0.0,9.66,4.1,0.0
105,2019-01-05 09:00:00,0.0,0.0,9.38,4.11,0.0
106,2019-01-05 10:00:00,0.0,0.0,9.1,3.7,0.0
107,2019-01-05 11:00:00,0.0,0.0,8.82,3.28,0.0
108,2019-01-05 12:00:00,0.0,0.0,8.53,2.87,0.0
109,2019-01-05 13:00:00,0.0,0.0,9.36,2.77,0.0
110,2019-01-05 14:00:00,28.15,9.43,10.18,2.67,0.0
111,2019-01-05 15:00:00,91.42,21.49,11.01,2.57,0.0
112,2019-01-05 16:00:00,184.33,32.34,12.76,2.6,0.0
113,2019-01-05 17:00:00,367.79,41.19,14.51,2.63,0.0
114,2019-01-05 18:00:00,360.75,46.76,16.26,2.66,0.0
115,2019-01-05 19:00:00,326.82,47.74,16.99,2.84,0.0
116,2019-01-05 20:00:00,221.48,43.83,17.72,3.02,0.0
117,2019-01-05 21:00:00,186.49,36.09,18.45,3.2,0.0
118,2019-01-05 22:00:00,10.68,25.9,17.29,3.17,0.0
119,2019-01-05 23:00:00,47.56,14.24,16.14,3.14,0.0
120,2019-01-06 00:00:00,16.09,1.84,14.98,3.12,0.0
121,2019-01-06 01:00:00,0.0,0.0,13.4,3.04,0.0
122,2019-01-06 02:00:00,0.0,0.0,11.81,2.97,0.0
123,2019-01-06 03:00:00,0.0,0.0,10.23,2.9,0.0
124,2019-01-06 04:00:00,0.0,0.0,9.56,2.33,0.0
125,2019-01-06 05:00:00,0.0,0.0,8.9,1.77,0.0
126,2019-01-06 06:00:00,0.0,0.0,8.23,1.2,0.0
127,2019-01-06 07:00:00,0.0,0.0,8.16,0.86,0.0
128,2019-01-06 08:00:00,0.0,0.0,8.09,0.51,0.0
129,2019-01-06 09:00:00,0.0,0.0,8.02,0.17,0.0
130,2019-01-06 10:00:00,0.0,0.0,7.95,0.28,0.0
131,2019-01-06 11:00:00,0.0,0.0,7.88,0.4,0.0
132,2019-01-06 12:00:00,0.0,0.0,7.8,0.51,0.0
133,2019-01-06 13:00:00,0.0,0.0,9.01,0.51,0.0
134,2019-01-06 14:00:00,201.96,9.39,10.21,0.52,0.0
135,2019-01-06 15:00:00,298.58,21.47,11.41,0.52,0.0
136,2019-01-06 16:00:00,383.44,32.35,13.54,0.92,0.0
137,2019-01-06 17:00:00,690.16,41.23,15.67,1.31,0.0
138,2019-01-06 18:00:00,764.73,46.85,17.8,1.71,0.0
139,2019-01-06 19:00:00,820.33,47.87,18.57,1.3,0.0
140,2019-01-06 20:00:00,510.05,43.98,19.34,0.88,0.0
141,2019-01-06 21:00:00,324.97,36.25,20.11,0.47,0.0
142,2019-01-06 22:00:00,359.52,26.05,18.87,0.55,0.0
143,2019-01-06 23:00:00,66.97,14.39,17.64,0.63,0.0
144,2019-01-07 00:00:00,5.68,1.98,16.4,0.72,0.0
145,2019-01-07 01:00:00,0.0,0.0,14.85,1.64,0.0
146,2019-01-07 02:00:00,0.0,0.0,13.31,2.57,0.0
147,2019-01-07 03:00:00,0.0,0.0,11.76,3.49,0.0
148,2019-01-07 04:00:00,0.0,0.0,11.16,3.05,0.0
149,2019-01-07 05:00:00,0.0,0.0,10.55,2.61,0.0
150,2019-01-07 06:00:00,0.0,0.0,9.95,2.17,0.0
151,2019-01-07 07:00:00,0.0,0.0,9.97,2.06,0.0
152,2019-01-07 08:00:00,0.0,0.0,9.99,1.94,0.0
153,2019-01-07 09:00:00,0.0,0.0,10.01,1.83,0.0
154,2019-01-07 10:00:00,0.0,0.0,9.74,1.71,0.0
155,2019-01-07 11:00:00,0.0,0.0,9.47,1.6,0.0
156,2019-01-07 12:00:00,0.0,0.0,9.19,1.48,0.0
157,2019-01-07 13:00:00,0.0,0.0,10.14,1.81,0.0
158,2019-01-07 14:00:00,48.53,9.36,11.08,2.15,0.0
159,2019-01-07 15:00:00,121.33,21.45,12.03,2.48,0.0
160,2019-01-07 16:00:00,277.15,32.37,13.95,2.42,0.0
161,2019-01-07 17:00:00,282.49,41.28,15.88,2.36,0.0
162,2019-01-07 18:00:00,1009.0,46.94,17.8,2.3,0.0
163,2019-01-07 19:00:00,1025.59,48.0,18.74,2.08,0.0
164,2019-01-07 20:00:00,957.61,44.13,19.69,1.85,0.0
165,2019-01-07 21:00:00,811.85,36.4,20.63,1.63,0.0
166,2019-01-07 22:00:00,596.55,26.2,19.44,2.86,0.0
167,2019-01-07 23:00:00,327.88,14.53,18.24,4.1,0.0
168,2019-01-08 00:00:00,16.09,2.11,17.05,5.34,0.0
169,2019-01-08 01:00:00,0.0,0.0,15.57,5.02,0.0
170,2019-01-08 02:00:00,0.0,0.0,14.1,4.7,0.0
171,2019-01-08 03:00:00,0.0,0.0,12.62,4.39,0.0
172,2019-01-08 04:00:00,0.0,0.0,11.95,4.06,0.0
173,2019-01-08 05:00:00,0.0,0.0,11.27,3.74,0.0
174,2019-01-08 06:00:00,0.0,0.0,10.6,3.42,0.0
175,2019-01-08 07:00:00,0.0,0.0,10.53,3.85,0.0
176,2019-01-08 08:00:00,0.0,0.0,10.45,4.28,0.0
177,2019-01-08 09:00:00,0.0,0.0,10.38,4.7,0.0
178,2019-01-08 10:00:00,0.0,0.0,10.31,4.28,0.0
179,2019-01-08 11:00:00,0.0,0.0,10.24,3.86,0.0
180,2019-01-08 12:00:00,0.0,0.0,10.17,3.43,0.0
181,2019-01-08 13:00:00,0.0,0.0,10.98,3.56,0.0
182,2019-01-08 14:00:00,49.5,9.33,11.79,3.68,0.0
183,2019-01-08 15:00:00,179.41,21.45,12.6,3.81,0.0
184,2019-01-08 16:00:00,138.02,32.39,13.66,3.43,0.0
185,2019-01-08 17:00:00,314.25,41.34,14.71,3.06,0.0
186,2019-01-08 18:00:00,459.35,47.04,15.77,2.69,0.0
187,2019-01-08 19:00:00,751.33,48.14,16.53,2.22,0.0
188,2019-01-08 20:00:00,635.38,44.29,17.29,1.74,0.0
189,2019-01-08 21:00:00,666.57,36.56,18.05,1.27,0.0
190,2019-01-08 22:00:00,475.04,26.36,16.94,1.37,0.0
191,2019-01-08 23:00:00,182.42,14.68,15.82,1.46,0.0
192,2019-01-09 00:00:00,14.2,2.25,14.71,1.56,0.0
193,2019-01-09 01:00:00,0.0,0.0,13.19,1.59,0.0
194,2019-01-09 02:00:00,0.0,0.0,11.67,1.62,0.0
195,2019-01-09 03:00:00,0.0,0.0,10.15,1.66,0.0
196,2019-01-09 04:00:00,0.0,0.0,9.37,1.16,0.0
197,2019-01-09 05:00:00,0.0,0.0,8.6,0.66,0.0
198,2019-01-09 06:00:00,0.0,0.0,7.82,0.17,0.0
199,2019-01-09 07:00:00,0.0,0.0,7.71,0.27,0.0
200,2019-01-09 08:00:00,0.0,0.0,7.61,0.37,0.0
201,2019-01-09 09:00:00,0.0,0.0,7.5,0.47,0.0
202,2019-01-09 10:00:00,0.0,0.0,7.47,0.35,0.0
203,2019-01-09 11:00:00,0.0,0.0,7.44,0.24,0.0
204,2019-01-09 12:00:00,0.0,0.0,7.41,0.12,0.0
205,2019-01-09 13:00:00,0.0,0.0,8.56,0.24,0.0
206,2019-01-09 14:00:00,199.32,9.31,9.71,0.36,0.0
207,2019-01-09 15:00:00,394.44,21.44,10.86,0.48,0.0
208,2019-01-09 16:00:00,349.24,32.41,13.14,0.77,0.0
209,2019-01-09 17:00:00,698.87,41.41,15.43,1.06,0.0
210,2019-01-09 18:00:00,800.14,47.15,17.71,1.35,0.0
211,2019-01-09 19:00:00,726.08,48.29,18.21,1.6,0.0
212,2019-01-09 20:00:00,644.19,44.46,18.71,1.86,1.0
213,2019-01-09 21:00:00,656.31,36.73,19.21,2.11,0.0
214,2019-01-09 22:00:00,186.23,26.51,18.18,2.58,0.0
215,2019-01-09 23:00:00,91.24,14.82,17.15,3.06,0.0
216,2019-01-10 00:00:00,8.74,2.39,16.12,3.53,0.0
217,2019-01-10 01:00:00,0.0,0.0,14.96,2.87,0.0
218,2019-01-10 02:00:00,0.0,0.0,13.81,2.21,0.0
219,2019-01-10 03:00:00,0.0,0.0,12.65,1.54,0.0
220,2019-01-10 04:00:00,0.0,0.0,11.48,1.13,0.0
221,2019-01-10 05:00:00,0.0,0.0,10.31,0.72,0.0
222,2019-01-10 06:00:00,0.0,0.0,9.14,0.3,0.0
223,2019-01-10 07:00:00,0.0,0.0,9.12,0.26,0.0
224,2019-01-10 08:00:00,0.0,0.0,9.09,0.21,0.0
225,2019-01-10 09:00:00,0.0,0.0,9.07,0.17,0.0
226,2019-01-10 10:00:00,0.0,0.0,9.02,0.22,0.0
227,2019-01-10 11:00:00,0.0,0.0,8.97,0.27,0.0
228,2019-01-10 12:00:00,0.0,0.0,8.92,0.32,0.0
229,2019-01-10 13:00:00,0.0,0.0,9.9,0.61,0.0
230,2019-01-10 14:00:00,195.54,9.28,10.88,0.9,0.0
231,2019-01-10 15:00:00,479.13,21.44,11.86,1.19,0.0
232,2019-01-10 16:00:00,719.21,32.44,13.78,1.18,0.0
233,2019-01-10 17:00:00,895.23,41.48,15.69,1.18,0.0
234,2019-01-10 18:00:00,997.85,47.27,17.61,1.17,0.0
235,2019-01-10 19:00:00,1016.66,48.44,18.04,1.41,0.0
236,2019-01-10 20:00:00,582.71,44.63,18.48,1.65,0.0
237,2019-01-10 21:00:00,483.14,36.9,18.91,1.89,0.0
238,2019-01-10 22:00:00,599.05,26.68,18.01,1.36,0.0
239,2019-01-10 23:00:00,334.65,14.97,17.1,0.82,0.0
240,2019-01-11 00:00:00,23.29,2.53,16.2,0.29,0.0
241,2019-01-11 01:00:00,0.0,0.0,14.95,0.59,0.0
242,2019-01-11 02:00:00,0.0,0.0,13.69,0.9,0.0
243,2019-01-11 03:00:00,0.0,0.0,12.44,1.2,0.0
244,2019-01-11 04:00:00,0.0,0.0,11.67,1.06,0.0
245,2019-01-11 05:00:00,0.0,0.0,10.91,0.92,0.0
246,2019-01-11 06:00:00,0.0,0.0,10.14,0.79,0.0
247,2019-01-11 07:00:00,0.0,0.0,9.57,0.71,0.0
248,2019-01-11 08:00:00,0.0,0.0,9.01,0.64,0.0
249,2019-01-11 09:00:00,0.0,0.0,8.44,0.57,0.0
250,2019-01-11 10:00:00,0.0,0.0,8.07,0.51,0.0
251,2019-01-11 11:00:00,0.0,0.0,7.7,0.45,0.0
252,2019-01-11 12:00:00,0.0,0.0,7.32,0.39,0.0
253,2019-01-11 13:00:00,0.0,0.0,8.92,0.41,0.0
254,2019-01-11 14:00:00,201.01,9.27,10.51,0.44,0.0
255,2019-01-11 15:00:00,490.56,21.45,12.1,0.47,0.0
256,2019-01-11 16:00:00,734.77,32.48,14.2,0.82,0.0
257,2019-01-11 17:00:00,913.87,41.55,16.3,1.18,0.0
258,2019-01-11 18:00:00,1017.28,47.39,18.4,1.53,0.0
259,2019-01-11 19:00:00,1035.93,48.6,19.2,1.75,0.0
260,2019-01-11 20:00:00,970.3,44.81,20.01,1.97,0.0
261,2019-01-11 21:00:00,824.96,37.07,20.81,2.19,0.0
262,2019-01-11 22:00:00,610.56,26.84,19.79,2.09,0.0
263,2019-01-11 23:00:00,343.51,15.13,18.77,1.99,0.0
264,2019-01-12 00:00:00,42.42,2.68,17.75,1.89,0.0
265,2019-01-12 01:00:00,0.0,0.0,15.84,1.98,0.0
266,2019-01-12 02:00:00,0.0,0.0,13.94,2.06,0.0
267,2019-01-12 03:00:00,0.0,0.0,12.03,2.15,0.0
268,2019-01-12 04:00:00,0.0,0.0,11.19,1.92,0.0
269,2019-01-12 05:00:00,0.0,0.0,10.34,1.68,0.0
270,2019-01-12 06:00:00,0.0,0.0,9.5,1.45,0.0
271,2019-01-12 07:00:00,0.0,0.0,8.65,1.12,0.0
272,2019-01-12 08:00:00,0.0,0.0,7.81,0.8,0.0
273,2019-01-12 09:00:00,0.0,0.0,6.96,0.47,0.0
274,2019-01-12 10:00:00,0.0,0.0,6.74,0.52,0.0
275,2019-01-12 11:00:00,0.0,0.0,6.52,0.58,0.0
276,2019-01-12 12:00:00,0.0,0.0,6.29,0.63,0.0
277,2019-01-12 13:00:00,0.0,0.0,7.37,0.52,0.0
278,2019-01-12 14:00:00,205.14,9.26,8.45,0.4,0.0
279,2019-01-12 15:00:00,497.5,21.46,9.53,0.29,0.0
280,2019-01-12 16:00:00,743.22,32.52,12.53,0.69,0.0
281,2019-01-12 17:00:00,924.26,41.64,15.53,1.08,0.0
282,2019-01-12 18:00:00,1027.35,47.52,18.53,1.48,0.0
283,2019-01-12 19:00:00,1045.98,48.77,19.45,1.64,0.0
284,2019-01-12 20:00:00,979.21,44.99,20.36,1.81,0.0
285,2019-01-12 21:00:00,832.62,37.25,21.28,1.97,0.0
286,2019-01-12 22:00:00,591.24,27.01,20.14,1.86,0.0
287,2019-01-12 23:00:00,212.54,15.28,19.01,1.75,0.0
288,2019-01-13 00:00:00,15.53,2.82,17.87,1.64,0.0
289,2019-01-13 01:00:00,0.0,0.0,16.23,1.23,0.0
290,2019-01-13 02:00:00,0.0,0.0,14.6,0.82,0.0
291,2019-01-13 03:00:00,0.0,0.0,12.96,0.41,0.0
292,2019-01-13 04:00:00,0.0,0.0,12.11,0.49,0.0
293,2019-01-13 05:00:00,0.0,0.0,11.25,0.56,0.0
294,2019-01-13 06:00:00,0.0,0.0,10.4,0.63,0.0
295,2019-01-13 07:00:00,0.0,0.0,9.27,0.53,0.0
296,2019-01-13 08:00:00,0.0,0.0,8.15,0.42,0.0
297,2019-01-13 09:00:00,0.0,0.0,7.02,0.32,0.0
298,2019-01-13 10:00:00,0.0,0.0,6.84,0.41,0.0
299,2019-01-13 11:00:00,0.0,0.0,6.66,0.51,0.0
300,2019-01-13 12:00:00,0.0,0.0,6.47,0.61,0.0
301,2019-01-13 13:00:00,0.0,0.0,8.08,0.51,0.0
302,2019-01-13 14:00:00,201.14,9.25,9.69,0.4,0.0
303,2019-01-13 15:00:00,493.7,21.48,11.3,0.3,0.0
304,2019-01-13 16:00:00,740.76,32.57,13.87,0.72,0.0
305,2019-01-13 17:00:00,921.81,41.73,16.43,1.14,0.0
306,2019-01-13 18:00:00,1026.08,47.66,19.0,1.56,0.0
307,2019-01-13 19:00:00,849.45,48.94,19.88,1.79,0.0
308,2019-01-13 20:00:00,877.2,45.18,20.76,2.02,0.0
309,2019-01-13 21:00:00,585.93,37.43,21.64,2.25,0.0
310,2019-01-13 22:00:00,510.01,27.18,20.29,2.31,0.0
311,2019-01-13 23:00:00,265.26,15.44,18.94,2.38,1.0
312,2019-01-14 00:00:00,6.79,2.96,17.59,2.44,0.0
313,2019-01-14 01:00:00,0.0,0.0,15.79,1.91,0.0
314,2019-01-14 02:00:00,0.0,0.0,14.0,1.38,0.0
315,2019-01-14 03:00:00,0.0,0.0,12.2,0.86,0.0
316,2019-01-14 04:00:00,0.0,0.0,11.75,0.66,0.0
317,2019-01-14 05:00:00,0.0,0.0,11.29,0.47,0.0
318,2019-01-14 06:00:00,0.0,0.0,10.84,0.28,0.0
319,2019-01-14 07:00:00,0.0,0.0,10.09,0.34,0.0
320,2019-01-14 08:00:00,0.0,0.0,9.33,0.41,0.0
321,2019-01-14 09:00:00,0.0,0.0,8.58,0.48,0.0
322,2019-01-14 10:00:00,0.0,0.0,8.2,0.45,0.0
323,2019-01-14 11:00:00,0.0,0.0,7.82,0.41,0.0
324,2019-01-14 12:00:00,0.0,0.0,7.44,0.37,0.0
325,2019-01-14 13:00:00,0.0,0.0,8.7,0.37,0.0
326,2019-01-14 14:00:00,194.88,9.25,9.96,0.36,0.0
327,2019-01-14 15:00:00,480.83,21.5,11.22,0.36,0.0
328,2019-01-14 16:00:00,620.54,32.63,13.55,0.63,0.0
329,2019-01-14 17:00:00,900.45,41.82,15.88,0.89,0.0
330,2019-01-14 18:00:00,1003.85,47.8,18.21,1.16,0.0
331,2019-01-14 19:00:00,1023.67,49.12,19.0,1.48,0.0
332,2019-01-14 20:00:00,960.35,45.37,19.78,1.8,0.0
333,2019-01-14 21:00:00,817.21,37.62,20.57,2.12,0.0
334,2019-01-14 22:00:00,606.77,27.35,19.48,2.34,0.0
335,2019-01-14 23:00:00,344.2,15.6,18.4,2.56,0.0
336,2019-01-15 00:00:00,49.56,3.11,17.31,2.77,0.0
337,2019-01-15 01:00:00,0.0,0.0,15.27,2.4,0.0
338,2019-01-15 02:00:00,0.0,0.0,13.24,2.03,0.0
339,2019-01-15 03:00:00,0.0,0.0,11.2,1.66,0.0
340,2019-01-15 04:00:00,0.0,0.0,11.1,1.4,0.0
341,2019-01-15 05:00:00,0.0,0.0,11.0,1.14,0.0
342,2019-01-15 06:00:00,0.0,0.0,10.9,0.88,0.0
343,2019-01-15 07:00:00,0.0,0.0,9.93,0.83,0.0
344,2019-01-15 08:00:00,0.0,0.0,8.95,0.78,0.0
345,2019-01-15 09:00:00,0.0,0.0,7.98,0.73,0.0
346,2019-01-15 10:00:00,0.0,0.0,7.51,0.76,0.0
347,2019-01-15 11:00:00,0.0,0.0,7.04,0.8,0.0
348,2019-01-15 12:00:00,0.0,0.0,6.56,0.83,0.0
349,2019-01-15 13:00:00,0.0,0.0,8.44,0.59,0.0
350,2019-01-15 14:00:00,93.69,9.25,10.32,0.36,0.0
351,2019-01-15 15:00:00,349.86,21.53,12.2,0.12,0.0
352,2019-01-15 16:00:00,728.54,32.69,14.37,0.63,0.0
353,2019-01-15 17:00:00,908.37,41.93,16.53,1.14,0.0
354,2019-01-15 18:00:00,845.43,47.95,18.7,1.66,0.0
355,2019-01-15 19:00:00,1033.4,49.31,19.42,1.78,0.0
356,2019-01-15 20:00:00,968.94,45.57,20.15,1.9,0.0
357,2019-01-15 21:00:00,824.68,37.81,20.87,2.03,0.0
358,2019-01-15 22:00:00,613.56,27.52,19.91,2.01,0.0
359,2019-01-15 23:00:00,350.42,15.75,18.95,2.0,0.0
360,2019-01-16 00:00:00,53.29,3.26,17.99,1.99,0.0
361,2019-01-16 01:00:00,0.0,0.0,16.63,1.57,0.0
362,2019-01-16 02:00:00,0.0,0.0,15.26,1.16,0.0
363,2019-01-16 03:00:00,0.0,0.0,13.9,0.74,0.0
364,2019-01-16 04:00:00,0.0,0.0,13.42,0.98,0.0
365,2019-01-16 05:00:00,0.0,0.0,12.95,1.21,0.0
366,2019-01-16 06:00:00,0.0,0.0,12.47,1.45,0.0
367,2019-01-16 07:00:00,0.0,0.0,12.02,1.28,0.0
368,2019-01-16 08:00:00,0.0,0.0,11.56,1.11,0.0
369,2019-01-16 09:00:00,0.0,0.0,11.11,0.94,0.0
370,2019-01-16 10:00:00,0.0,0.0,10.74,0.85,0.0
371,2019-01-16 11:00:00,0.0,0.0,10.37,0.75,0.0
372,2019-01-16 12:00:00,0.0,0.0,9.99,0.66,0.0
373,2019-01-16 13:00:00,0.0,0.0,11.25,0.69,0.0
374,2019-01-16 14:00:00,193.67,9.25,12.51,0.72,0.0
375,2019-01-16 15:00:00,479.81,21.56,13.77,0.74,0.0
376,2019-01-16 16:00:00,721.76,32.75,15.54,1.13,0.0
377,2019-01-16 17:00:00,901.53,42.03,17.31,1.52,0.0
378,2019-01-16 18:00:00,1005.8,48.11,19.08,1.9,0.0
379,2019-01-16 19:00:00,1026.73,49.5,19.57,1.85,0.0
380,2019-01-16 20:00:00,848.53,45.77,20.07,1.79,0.0
381,2019-01-16 21:00:00,743.06,38.01,20.56,1.74,1.0
382,2019-01-16 22:00:00,611.39,27.7,19.76,1.81,0.0
383,2019-01-16 23:00:00,282.67,15.92,18.96,1.88,0.0
384,2019-01-17 00:00:00,55.79,3.4,18.16,1.94,0.0
385,2019-01-17 01:00:00,0.0,0.0,16.75,1.98,0.0
386,2019-01-17 02:00:00,0.0,0.0,15.34,2.02,0.0
387,2019-01-17 03:00:00,0.0,0.0,13.93,2.06,0.0
388,2019-01-17 04:00:00,0.0,0.0,13.23,1.74,0.0
389,2019-01-17 05:00:00,0.0,0.0,12.54,1.43,0.0
390,2019-01-17 06:00:00,0.0,0.0,11.84,1.12,0.0
391,2019-01-17 07:00:00,0.0,0.0,11.57,0.89,0.0
392,2019-01-17 08:00:00,0.0,0.0,11.3,0.66,0.0
393,2019-01-17 09:00:00,0.0,0.0,11.03,0.43,0.0
394,2019-01-17 10:00:00,0.0,0.0,10.6,0.47,0.0
395,2019-01-17 11:00:00,0.0,0.0,10.17,0.52,0.0
396,2019-01-17 12:00:00,0.0,0.0,9.73,0.57,0.0
397,2019-01-17 13:00:00,0.0,0.0,11.12,0.44,0.0
