,time,G(i),H_sun,T2m,WS10m,Int
3658,2019-06-02 10:00:00,0.0,0.0,12.82,1.59,0.0
3659,2019-06-02 11:00:00,0.0,0.0,12.68,1.24,0.0
3660,2019-06-02 12:00:00,0.0,0.0,12.54,0.9,0.0
3661,2019-06-02 13:00:00,105.74,12.87,14.0,0.83,0.0
3662,2019-06-02 14:00:00,243.23,26.36,15.46,0.77,0.0
3663,2019-06-02 15:00:00,528.22,40.07,16.92,0.7,0.0
3664,2019-06-02 16:00:00,724.74,53.9,17.99,0.94,0.0
3665,2019-06-02 17:00:00,868.57,67.78,19.05,1.17,0.0
3666,2019-06-02 18:00:00,946.2,81.49,20.11,1.41,0.0
3667,2019-06-02 19:00:00,988.42,83.41,20.05,1.28,0.0
3668,2019-06-02 20:00:00,240.33,69.82,19.99,1.15,0.0
3669,2019-06-02 21:00:00,517.05,55.94,19.92,1.02,0.0
3670,2019-06-02 22:00:00,339.61,42.1,19.28,2.1,0.0
3671,2019-06-02 23:00:00,40.93,28.37,18.64,3.18,1.0
3672,2019-06-03 00:00:00,60.18,14.91,18.0,4.26,0.0
3673,2019-06-03 01:00:00,2.84,1.69,17.01,3.61,0.0
3674,2019-06-03 02:00:00,0.0,0.0,16.03,2.96,0.0
3675,2019-06-03 03:00:00,0.0,0.0,15.05,2.3,0.0
3676,2019-06-03 04:00:00,0.0,0.0,14.22,1.69,0.0
3677,2019-06-03 05:00:00,0.0,0.0,13.4,1.07,0.0
3678,2019-06-03 06:00:00,0.0,0.0,12.57,0.46,0.0
3679,2019-06-03 07:00:00,0.0,0.0,12.26,0.45,0.0
3680,2019-06-03 08:00:00,0.0,0.0,11.95,0.44,0.0
3681,2019-06-03 09:00:00,0.0,0.0,11.63,0.43,0.0
3682,2019-06-03 10:00:00,0.0,0.0,11.5,0.64,0.0
3683,2019-06-03 11:00:00,0.0,0.0,11.37,0.86,0.0
3684,2019-06-03 12:00:00,0.0,0.0,11.24,1.08,0.0
3685,2019-06-03 13:00:00,51.44,12.87,13.01,1.04,0.0
3686,2019-06-03 14:00:00,176.13,26.35,14.78,1.0,0.0
3687,2019-06-03 15:00:00,465.96,40.05,16.54,0.97,0.0
3688,2019-06-03 16:00:00,574.0,53.87,18.23,1.19,0.0
3689,2019-06-03 17:00:00,694.34,67.74,19.92,1.41,0.0
3690,2019-06-03 18:00:00,805.37,81.42,21.61,1.63,0.0
3691,2019-06-03 19:00:00,743.18,83.39,21.53,1.86,0.0
3692,2019-06-03 20:00:00,566.23,69.85,21.45,2.1,0.0
3693,2019-06-03 21:00:00,628.95,55.98,21.36,2.33,0.0
3694,2019-06-03 22:00:00,321.51,42.15,20.14,2.07,0.0
3695,2019-06-03 23:00:00,217.18,28.43,18.93,1.81,0.0
3696,2019-06-04 00:00:00,106.57,14.98,17.71,1.54,0.0
3697,2019-06-04 01:00:00,8.52,1.77,16.47,1.29,0.0
3698,2019-06-04 02:00:00,0.0,0.0,15.24,1.04,0.0
3699,2019-06-04 03:00:00,0.0,0.0,14.01,0.79,0.0
3700,2019-06-04 04:00:00,0.0,0.0,13.61,0.93,0.0
3701,2019-06-04 05:00:00,0.0,0.0,13.21,1.08,0.0
3702,2019-06-04 06:00:00,0.0,0.0,12.81,1.23,0.0
3703,2019-06-04 07:00:00,0.0,0.0,12.6,1.02,0.0
3704,2019-06-04 08:00:00,0.0,0.0,12.39,0.8,0.0
3705,2019-06-04 09:00:00,0.0,0.0,12.18,0.59,0.0
3706,2019-06-04 10:00:00,0.0,0.0,12.03,0.55,0.0
3707,2019-06-04 11:00:00,0.0,0.0,11.87,0.5,0.0
3708,2019-06-04 12:00:00,0.0,0.0,11.71,0.46,0.0
3709,2019-06-04 13:00:00,59.77,12.87,13.65,0.71,0.0
3710,2019-06-04 14:00:00,253.19,26.34,15.59,0.96,0.0
3711,2019-06-04 15:00:00,501.72,40.02,17.53,1.21,0.0
3712,2019-06-04 16:00:00,721.86,53.83,18.85,1.46,0.0
3713,2019-06-04 17:00:00,864.89,67.69,20.16,1.71,0.0
3714,2019-06-04 18:00:00,824.4,81.34,21.47,1.96,0.0
3715,2019-06-04 19:00:00,977.85,83.37,21.94,1.68,0.0
3716,2019-06-04 20:00:00,914.0,69.88,22.41,1.41,0.0
3717,2019-06-04 21:00:00,744.74,56.02,22.87,1.13,0.0
3718,2019-06-04 22:00:00,388.47,42.2,21.73,1.57,0.0
3719,2019-06-04 23:00:00,187.17,28.49,20.59,2.0,0.0
3720,2019-06-05 00:00:00,87.44,15.04,19.45,2.44,0.0
3721,2019-06-05 01:00:00,6.63,1.84,18.35,1.8,0.0
3722,2019-06-05 02:00:00,0.0,0.0,17.25,1.16,0.0
3723,2019-06-05 03:00:00,0.0,0.0,16.15,0.52,0.0
3724,2019-06-05 04:00:00,0.0,0.0,15.73,0.93,0.0
3725,2019-06-05 05:00:00,0.0,0.0,15.31,1.33,0.0
3726,2019-06-05 06:00:00,0.0,0.0,14.89,1.74,0.0
3727,2019-06-05 07:00:00,0.0,0.0,14.6,1.49,0.0
3728,2019-06-05 08:00:00,0.0,0.0,14.31,1.23,0.0
3729,2019-06-05 09:00:00,0.0,0.0,14.01,0.98,0.0
3730,2019-06-05 10:00:00,0.0,0.0,13.93,0.86,0.0
3731,2019-06-05 11:00:00,0.0,0.0,13.85,0.75,0.0
3732,2019-06-05 12:00:00,0.0,0.0,13.76,0.63,0.0
3733,2019-06-05 13:00:00,50.76,12.86,14.9,0.73,0.0
3734,2019-06-05 14:00:00,199.01,26.32,16.04,0.83,0.0
3735,2019-06-05 15:00:00,331.4,40.0,17.17,0.92,0.0
3736,2019-06-05 16:00:00,510.5,53.8,18.49,1.09,0.0
3737,2019-06-05 17:00:00,535.58,67.65,19.81,1.26,0.0
3738,2019-06-05 18:00:00,278.47,81.27,21.13,1.42,0.0
3739,2019-06-05 19:00:00,429.05,83.36,21.25,0.98,0.0
3740,2019-06-05 20:00:00,251.0,69.91,21.37,0.54,0.0
3741,2019-06-05 21:00:00,478.18,56.07,21.49,0.1,0.0
3742,2019-06-05 22:00:00,584.79,42.25,20.74,0.74,0.0
3743,2019-06-05 23:00:00,108.46,28.55,19.99,1.39,0.0
3744,2019-06-06 00:00:00,109.68,15.11,19.24,2.04,0.0
3745,2019-06-06 01:00:00,6.63,1.92,18.0,1.55,0.0
3746,2019-06-06 02:00:00,0.0,0.0,16.76,1.06,0.0
3747,2019-06-06 03:00:00,0.0,0.0,15.53,0.57,0.0
3748,2019-06-06 04:00:00,0.0,0.0,15.15,0.57,0.0
3749,2019-06-06 05:00:00,0.0,0.0,14.78,0.58,0.0
3750,2019-06-06 06:00:00,0.0,0.0,14.4,0.59,0.0
3751,2019-06-06 07:00:00,0.0,0.0,14.17,0.58,0.0
3752,2019-06-06 08:00:00,0.0,0.0,13.94,0.57,0.0
3753,2019-06-06 09:00:00,0.0,0.0,13.7,0.55,0.0
3754,2019-06-06 10:00:00,0.0,0.0,13.76,0.76,0.0
3755,2019-06-06 11:00:00,0.0,0.0,13.82,0.97,0.0
3756,2019-06-06 12:00:00,0.0,0.0,13.88,1.17,0.0
3757,2019-06-06 13:00:00,7.76,12.85,14.94,0.88,0.0
3758,2019-06-06 14:00:00,158.9,26.3,16.01,0.58,0.0
3759,2019-06-06 15:00:00,253.01,39.97,17.07,0.29,0.0
3760,2019-06-06 16:00:00,639.66,53.77,18.01,0.47,0.0
3761,2019-06-06 17:00:00,841.62,67.6,18.95,0.65,0.0
3762,2019-06-06 18:00:00,952.19,81.2,19.88,0.83,0.0
3763,2019-06-06 19:00:00,816.74,83.34,20.24,1.64,0.0
3764,2019-06-06 20:00:00,462.22,69.94,20.59,2.45,0.0
3765,2019-06-06 21:00:00,635.19,56.11,20.94,3.26,0.0
3766,2019-06-06 22:00:00,34.94,42.3,20.27,2.65,0.0
3767,2019-06-06 23:00:00,34.94,28.61,19.61,2.04,0.0
3768,2019-06-07 00:00:00,104.93,15.18,18.94,1.43,0.0
3769,2019-06-07 01:00:00,7.57,1.99,17.88,1.45,0.0
3770,2019-06-07 02:00:00,0.0,0.0,16.82,1.46,0.0
3771,2019-06-07 03:00:00,0.0,0.0,15.76,1.48,0.0
3772,2019-06-07 04:00:00,0.0,0.0,15.32,1.42,0.0
3773,2019-06-07 05:00:00,0.0,0.0,14.88,1.37,0.0
3774,2019-06-07 06:00:00,0.0,0.0,14.43,1.31,0.0
3775,2019-06-07 07:00:00,0.0,0.0,14.23,1.2,0.0
3776,2019-06-07 08:00:00,0.0,0.0,14.02,1.09,0.0
3777,2019-06-07 09:00:00,0.0,0.0,13.81,0.98,0.0
3778,2019-06-07 10:00:00,0.0,0.0,13.42,0.85,0.0
3779,2019-06-07 11:00:00,0.0,0.0,13.03,0.72,0.0
3780,2019-06-07 12:00:00,0.0,0.0,12.63,0.59,0.0
3781,2019-06-07 13:00:00,10.68,12.84,14.14,0.54,0.0
3782,2019-06-07 14:00:00,196.75,26.28,15.66,0.48,0.0
3783,2019-06-07 15:00:00,433.08,39.94,17.17,0.43,0.0
3784,2019-06-07 16:00:00,646.18,53.73,18.68,1.07,0.0
3785,2019-06-07 17:00:00,512.4,67.55,20.19,1.71,0.0
3786,2019-06-07 18:00:00,937.45,81.12,21.7,2.34,0.0
3787,2019-06-07 19:00:00,831.75,83.33,22.05,2.44,0.0
3788,2019-06-07 20:00:00,851.83,69.97,22.4,2.54,0.0
3789,2019-06-07 21:00:00,639.39,56.15,22.75,2.63,0.0
3790,2019-06-07 22:00:00,555.09,42.35,21.94,2.86,0.0
3791,2019-06-07 23:00:00,337.75,28.67,21.13,3.09,0.0
3792,2019-06-08 00:00:00,128.87,15.24,20.32,3.32,0.0
3793,2019-06-08 01:00:00,13.25,2.06,18.91,3.22,0.0
3794,2019-06-08 02:00:00,0.0,0.0,17.5,3.11,0.0
3795,2019-06-08 03:00:00,0.0,0.0,16.1,3.01,0.0
3796,2019-06-08 04:00:00,0.0,0.0,15.52,2.78,0.0
3797,2019-06-08 05:00:00,0.0,0.0,14.94,2.56,0.0
3798,2019-06-08 06:00:00,0.0,0.0,14.36,2.33,0.0
3799,2019-06-08 07:00:00,0.0,0.0,13.94,1.81,0.0
3800,2019-06-08 08:00:00,0.0,0.0,13.52,1.29,0.0
3801,2019-06-08 09:00:00,0.0,0.0,13.09,0.77,0.0
3802,2019-06-08 10:00:00,0.0,0.0,12.84,0.73,0.0
3803,2019-06-08 11:00:00,0.0,0.0,12.59,0.69,0.0
3804,2019-06-08 12:00:00,0.0,0.0,12.34,0.65,0.0
3805,2019-06-08 13:00:00,33.24,12.82,13.89,0.71,0.0
3806,2019-06-08 14:00:00,305.81,26.26,15.45,0.77,0.0
3807,2019-06-08 15:00:00,530.4,39.91,17.0,0.83,0.0
3808,2019-06-08 16:00:00,727.2,53.69,18.69,0.91,0.0
3809,2019-06-08 17:00:00,873.27,67.5,20.37,0.99,0.0
3810,2019-06-08 18:00:00,952.97,81.05,22.05,1.08,1.0
3811,2019-06-08 19:00:00,957.43,83.32,22.93,1.41,0.0
3812,2019-06-08 20:00:00,888.36,70.0,23.81,1.75,0.0
3813,2019-06-08 21:00:00,752.71,56.2,24.68,2.08,0.0
3814,2019-06-08 22:00:00,564.5,42.4,24.1,2.63,0.0
3815,2019-06-08 23:00:00,344.56,28.72,23.52,3.19,0.0
3816,2019-06-09 00:00:00,131.6,15.3,22.94,3.74,0.0
3817,2019-06-09 01:00:00,13.25,2.13,20.94,3.53,0.0
3818,2019-06-09 02:00:00,0.0,0.0,18.94,3.32,0.0
3819,2019-06-09 03:00:00,0.0,0.0,16.94,3.12,0.0
3820,2019-06-09 04:00:00,0.0,0.0,15.86,2.57,0.0
3821,2019-06-09 05:00:00,0.0,0.0,14.79,2.02,0.0
3822,2019-06-09 06:00:00,0.0,0.0,13.71,1.48,0.0
3823,2019-06-09 07:00:00,0.0,0.0,13.3,1.21,0.0
3824,2019-06-09 08:00:00,0.0,0.0,12.89,0.95,0.0
3825,2019-06-09 09:00:00,0.0,0.0,12.47,0.69,0.0
3826,2019-06-09 10:00:00,0.0,0.0,12.44,0.81,0.0
3827,2019-06-09 11:00:00,0.0,0.0,12.4,0.93,0.0
3828,2019-06-09 12:00:00,0.0,0.0,12.36,1.05,0.0
3829,2019-06-09 13:00:00,99.67,12.8,13.46,1.12,0.0
3830,2019-06-09 14:00:00,306.41,26.23,14.57,1.19,0.0
3831,2019-06-09 15:00:00,532.1,39.88,15.67,1.26,0.0
3832,2019-06-09 16:00:00,729.95,53.65,16.82,1.34,0.0
3833,2019-06-09 17:00:00,877.04,67.45,17.97,1.42,0.0
3834,2019-06-09 18:00:00,956.77,80.98,19.11,1.5,0.0
3835,2019-06-09 19:00:00,962.17,83.31,19.95,1.62,0.0
3836,2019-06-09 20:00:00,892.18,70.04,20.78,1.74,0.0
3837,2019-06-09 21:00:00,755.57,56.24,21.61,1.86,0.0
3838,2019-06-09 22:00:00,565.57,42.46,21.0,2.11,0.0
3839,2019-06-09 23:00:00,344.0,28.78,20.39,2.35,0.0
3840,2019-06-10 00:00:00,131.71,15.37,19.78,2.59,0.0
3841,2019-06-10 01:00:00,14.2,2.2,18.37,2.76,0.0
3842,2019-06-10 02:00:00,0.0,0.0,16.97,2.92,0.0
3843,2019-06-10 03:00:00,0.0,0.0,15.57,3.09,0.0
3844,2019-06-10 04:00:00,0.0,0.0,14.89,2.53,0.0
3845,2019-06-10 05:00:00,0.0,0.0,14.22,1.98,0.0
3846,2019-06-10 06:00:00,0.0,0.0,13.54,1.42,0.0
3847,2019-06-10 07:00:00,0.0,0.0,13.06,1.17,0.0
3848,2019-06-10 08:00:00,0.0,0.0,12.57,0.91,0.0
3849,2019-06-10 09:00:00,0.0,0.0,12.08,0.66,0.0
3850,2019-06-10 10:00:00,0.0,0.0,11.81,0.6,0.0
3851,2019-06-10 11:00:00,0.0,0.0,11.53,0.53,0.0
3852,2019-06-10 12:00:00,0.0,0.0,11.25,0.47,0.0
3853,2019-06-10 13:00:00,97.24,12.78,13.12,0.65,0.0
3854,2019-06-10 14:00:00,299.95,26.21,14.99,0.84,0.0
3855,2019-06-10 15:00:00,521.63,39.84,16.86,1.02,0.0
3856,2019-06-10 16:00:00,717.16,53.61,18.58,1.35,0.0
3857,2019-06-10 17:00:00,861.18,67.4,20.29,1.68,0.0
3858,2019-06-10 18:00:00,938.94,80.91,22.0,2.01,0.0
3859,2019-06-10 19:00:00,943.46,83.31,22.72,2.22,0.0
3860,2019-06-10 20:00:00,874.58,70.07,23.44,2.42,0.0
3861,2019-06-10 21:00:00,740.18,56.29,24.15,2.62,0.0
3862,2019-06-10 22:00:00,553.44,42.51,23.16,2.23,0.0
3863,2019-06-10 23:00:00,336.97,28.84,22.16,1.85,0.0
3864,2019-06-11 00:00:00,128.57,15.43,21.17,1.46,0.0
3865,2019-06-11 01:00:00,14.2,2.27,19.68,2.23,0.0
3866,2019-06-11 02:00:00,0.0,0.0,18.2,3.01,0.0
3867,2019-06-11 03:00:00,0.0,0.0,16.72,3.78,0.0
3868,2019-06-11 04:00:00,0.0,0.0,15.88,3.49,0.0
3869,2019-06-11 05:00:00,0.0,0.0,15.04,3.19,0.0
3870,2019-06-11 06:00:00,0.0,0.0,14.2,2.9,0.0
3871,2019-06-11 07:00:00,0.0,0.0,13.85,2.01,0.0
3872,2019-06-11 08:00:00,0.0,0.0,13.49,1.12,0.0
3873,2019-06-11 09:00:00,0.0,0.0,13.13,0.23,0.0
3874,2019-06-11 10:00:00,0.0,0.0,12.96,0.54,0.0
3875,2019-06-11 11:00:00,0.0,0.0,12.78,0.85,0.0
3876,2019-06-11 12:00:00,0.0,0.0,12.6,1.16,0.0
3877,2019-06-11 13:00:00,96.06,12.76,13.99,1.07,0.0
3878,2019-06-11 14:00:00,297.95,26.18,15.38,0.97,0.0
3879,2019-06-11 15:00:00,517.7,39.81,16.77,0.88,0.0
3880,2019-06-11 16:00:00,711.35,53.57,17.94,1.22,0.0
3881,2019-06-11 17:00:00,855.17,67.35,19.11,1.55,0.0
3882,2019-06-11 18:00:00,933.8,80.84,20.28,1.89,0.0
3883,2019-06-11 19:00:00,940.19,83.31,20.26,2.49,0.0
3884,2019-06-11 20:00:00,874.11,70.11,20.24,3.09,0.0
3885,2019-06-11 21:00:00,740.62,56.33,20.22,3.68,0.0
3886,2019-06-11 22:00:00,445.74,42.56,19.64,3.54,0.0
3887,2019-06-11 23:00:00,278.65,28.9,19.05,3.4,0.0
3888,2019-06-12 00:00:00,89.3,15.49,18.47,3.26,0.0
3889,2019-06-12 01:00:00,6.63,2.34,17.37,2.43,0.0
3890,2019-06-12 02:00:00,0.0,0.0,16.28,1.6,0.0
3891,2019-06-12 03:00:00,0.0,0.0,15.19,0.77,0.0
3892,2019-06-12 04:00:00,0.0,0.0,14.55,0.83,0.0
3893,2019-06-12 05:00:00,0.0,0.0,13.91,0.88,0.0
3894,2019-06-12 06:00:00,0.0,0.0,13.26,0.94,0.0
3895,2019-06-12 07:00:00,0.0,0.0,13.04,1.09,0.0
3896,2019-06-12 08:00:00,0.0,0.0,12.82,1.24,0.0
3897,2019-06-12 09:00:00,0.0,0.0,12.59,1.39,0.0
3898,2019-06-12 10:00:00,0.0,0.0,12.53,1.13,0.0
3899,2019-06-12 11:00:00,0.0,0.0,12.46,0.87,0.0
3900,2019-06-12 12:00:00,0.0,0.0,12.39,0.61,0.0
3901,2019-06-12 13:00:00,95.72,12.74,13.67,0.63,0.0
3902,2019-06-12 14:00:00,297.28,26.15,14.96,0.65,0.0
3903,2019-06-12 15:00:00,517.78,39.77,16.24,0.68,0.0
3904,2019-06-12 16:00:00,712.42,53.52,17.59,0.88,0.0
3905,2019-06-12 17:00:00,856.35,67.3,18.94,1.09,0.0
3906,2019-06-12 18:00:00,934.2,80.77,20.29,1.3,0.0
3907,2019-06-12 19:00:00,979.89,83.31,21.05,1.49,1.0
3908,2019-06-12 20:00:00,737.37,70.14,21.81,1.69,0.0
3909,2019-06-12 21:00:00,739.29,56.38,22.56,1.89,0.0
3910,2019-06-12 22:00:00,145.59,42.61,21.81,2.22,0.0
3911,2019-06-12 23:00:00,47.56,28.95,21.05,2.55,0.0
3912,2019-06-13 00:00:00,117.45,15.55,20.3,2.88,0.0
3913,2019-06-13 01:00:00,9.47,2.4,18.49,2.16,0.0
3914,2019-06-13 02:00:00,0.0,0.0,16.68,1.43,0.0
3915,2019-06-13 03:00:00,0.0,0.0,14.88,0.7,0.0
3916,2019-06-13 04:00:00,0.0,0.0,14.62,0.63,0.0
3917,2019-06-13 05:00:00,0.0,0.0,14.37,0.56,0.0
3918,2019-06-13 06:00:00,0.0,0.0,14.11,0.48,0.0
3919,2019-06-13 07:00:00,0.0,0.0,13.98,0.63,0.0
3920,2019-06-13 08:00:00,0.0,0.0,13.85,0.78,0.0
3921,2019-06-13 09:00:00,0.0,0.0,13.71,0.92,0.0
3922,2019-06-13 10:00:00,0.0,0.0,13.64,0.84,0.0
3923,2019-06-13 11:00:00,0.0,0.0,13.57,0.76,0.0
3924,2019-06-13 12:00:00,0.0,0.0,13.5,0.68,0.0
3925,2019-06-13 13:00:00,4.85,12.71,14.71,0.86,0.0
3926,2019-06-13 14:00:00,63.09,26.11,15.92,1.05,0.0
3927,2019-06-13 15:00:00,452.46,39.73,17.13,1.24,0.0
3928,2019-06-13 16:00:00,708.49,53.48,18.44,1.39,0.0
3929,2019-06-13 17:00:00,742.37,67.25,19.75,1.54,0.0
3930,2019-06-13 18:00:00,604.45,80.71,21.05,1.68,0.0
3931,2019-06-13 19:00:00,555.33,83.32,21.12,1.84,0.0
3932,2019-06-13 20:00:00,788.61,70.18,21.18,2.0,1.0
3933,2019-06-13 21:00:00,545.74,56.42,21.24,2.15,0.0
3934,2019-06-13 22:00:00,325.45,42.66,20.34,1.89,0.0
3935,2019-06-13 23:00:00,158.43,29.01,19.44,1.64,0.0
3936,2019-06-14 00:00:00,119.03,15.61,18.54,1.38,0.0
3937,2019-06-14 01:00:00,12.31,2.46,17.64,1.29,0.0
3938,2019-06-14 02:00:00,0.0,0.0,16.74,1.2,0.0
3939,2019-06-14 03:00:00,0.0,0.0,15.85,1.1,0.0
3940,2019-06-14 04:00:00,0.0,0.0,15.56,1.29,0.0
3941,2019-06-14 05:00:00,0.0,0.0,15.27,1.47,0.0
3942,2019-06-14 06:00:00,0.0,0.0,14.98,1.66,0.0
3943,2019-06-14 07:00:00,0.0,0.0,14.79,1.25,0.0
3944,2019-06-14 08:00:00,0.0,0.0,14.59,0.85,0.0
3945,2019-06-14 09:00:00,0.0,0.0,14.39,0.44,0.0
3946,2019-06-14 10:00:00,0.0,0.0,14.29,0.62,0.0
3947,2019-06-14 11:00:00,0.0,0.0,14.19,0.79,0.0
3948,2019-06-14 12:00:00,0.0,0.0,14.09,0.97,0.0
3949,2019-06-14 13:00:00,95.12,12.68,15.02,1.14,0.0
3950,2019-06-14 14:00:00,274.85,26.08,15.95,1.31,0.0
3951,2019-06-14 15:00:00,312.66,39.69,16.87,1.48,0.0
3952,2019-06-14 16:00:00,473.56,53.43,17.14,1.59,0.0
3953,2019-06-14 17:00:00,540.69,67.2,17.41,1.71,0.0
3954,2019-06-14 18:00:00,281.02,80.64,17.67,1.82,0.0
3955,2019-06-14 19:00:00,342.27,83.33,17.72,1.95,0.0
3956,2019-06-14 20:00:00,676.87,70.22,17.76,2.08,0.0
3957,2019-06-14 21:00:00,697.61,56.47,17.8,2.21,0.0
3958,2019-06-14 22:00:00,353.81,42.71,17.29,2.31,0.0
3959,2019-06-14 23:00:00,166.26,29.06,16.79,2.42,0.0
3960,2019-06-15 00:00:00,56.45,15.67,16.28,2.52,0.0
3961,2019-06-15 01:00:00,4.73,2.52,15.63,1.87,0.0
3962,2019-06-15 02:00:00,0.0,0.0,14.98,1.21,0.0
3963,2019-06-15 03:00:00,0.0,0.0,14.34,0.55,0.0
3964,2019-06-15 04:00:00,0.0,0.0,14.04,0.62,0.0
3965,2019-06-15 05:00:00,0.0,0.0,13.74,0.68,0.0
3966,2019-06-15 06:00:00,0.0,0.0,13.44,0.74,0.0
3967,2019-06-15 07:00:00,0.0,0.0,13.32,0.7,0.0
3968,2019-06-15 08:00:00,0.0,0.0,13.2,0.65,0.0
3969,2019-06-15 09:00:00,0.0,0.0,13.07,0.61,0.0
3970,2019-06-15 10:00:00,0.0,0.0,13.01,0.91,0.0
3971,2019-06-15 11:00:00,0.0,0.0,12.95,1.22,0.0
3972,2019-06-15 12:00:00,0.0,0.0,12.89,1.53,0.0
3973,2019-06-15 13:00:00,111.05,12.64,13.99,1.43,0.0
3974,2019-06-15 14:00:00,265.54,26.04,15.09,1.34,0.0
3975,2019-06-15 15:00:00,323.88,39.65,16.19,1.24,0.0
3976,2019-06-15 16:00:00,550.55,53.39,17.8,1.24,0.0
3977,2019-06-15 17:00:00,643.3,67.15,19.4,1.23,0.0
3978,2019-06-15 18:00:00,685.42,80.58,21.0,1.23,0.0
3979,2019-06-15 19:00:00,924.05,83.34,21.11,1.52,0.0
3980,2019-06-15 20:00:00,893.98,70.26,21.21,1.82,0.0
3981,2019-06-15 21:00:00,694.56,56.52,21.31,2.11,0.0
3982,2019-06-15 22:00:00,479.86,42.77,20.52,2.01,0.0
3983,2019-06-15 23:00:00,78.62,29.12,19.74,1.92,0.0
3984,2019-06-16 00:00:00,111.18,15.72,18.95,1.82,0.0
3985,2019-06-16 01:00:00,10.41,2.58,17.94,1.86,0.0
3986,2019-06-16 02:00:00,0.0,0.0,16.93,1.89,0.0
3987,2019-06-16 03:00:00,0.0,0.0,15.92,1.93,0.0
3988,2019-06-16 04:00:00,0.0,0.0,15.52,1.37,0.0
3989,2019-06-16 05:00:00,0.0,0.0,15.12,0.82,0.0
3990,2019-06-16 06:00:00,0.0,0.0,14.72,0.26,0.0
3991,2019-06-16 07:00:00,0.0,0.0,14.39,0.28,0.0
3992,2019-06-16 08:00:00,0.0,0.0,14.06,0.3,0.0
3993,2019-06-16 09:00:00,0.0,0.0,13.72,0.32,0.0
3994,2019-06-16 10:00:00,0.0,0.0,13.64,0.45,0.0
3995,2019-06-16 11:00:00,0.0,0.0,13.55,0.57,0.0
3996,2019-06-16 12:00:00,0.0,0.0,13.46,0.7,0.0
3997,2019-06-16 13:00:00,91.51,12.61,15.3,0.85,0.0
3998,2019-06-16 14:00:00,289.59,26.0,17.14,0.99,0.0
3999,2019-06-16 15:00:00,507.8,39.61,18.98,1.13,0.0
4000,2019-06-16 16:00:00,700.33,53.34,20.38,1.04,0.0
4001,2019-06-16 17:00:00,843.1,67.1,21.78,0.95,0.0
4002,2019-06-16 18:00:00,922.72,80.52,23.18,0.86,0.0
4003,2019-06-16 19:00:00,700.15,83.36,23.43,0.66,0.0
4004,2019-06-16 20:00:00,248.08,70.31,23.67,0.46,0.0
4005,2019-06-16 21:00:00,191.35,56.57,23.91,0.26,0.0
4006,2019-06-16 22:00:00,110.18,42.82,23.1,0.88,1.0
4007,2019-06-16 23:00:00,245.22,29.17,22.28,1.5,1.0
4008,2019-06-17 00:00:00,95.6,15.78,21.47,2.12,0.0
4009,2019-06-17 01:00:00,10.41,2.64,20.1,1.8,0.0
4010,2019-06-17 02:00:00,0.0,0.0,18.73,1.48,0.0
4011,2019-06-17 03:00:00,0.0,0.0,17.36,1.16,0.0
4012,2019-06-17 04:00:00,0.0,0.0,17.02,1.12,0.0
4013,2019-06-17 05:00:00,0.0,0.0,16.69,1.08,0.0
4014,2019-06-17 06:00:00,0.0,0.0,16.35,1.03,0.0
4015,2019-06-17 07:00:00,0.0,0.0,16.01,1.02,0.0
4016,2019-06-17 08:00:00,0.0,0.0,15.67,1.01,0.0
4017,2019-06-17 09:00:00,0.0,0.0,15.32,0.99,0.0
4018,2019-06-17 10:00:00,0.0,0.0,15.08,0.76,0.0
4019,2019-06-17 11:00:00,0.0,0.0,14.83,0.53,0.0
4020,2019-06-17 12:00:00,0.0,0.0,14.58,0.3,0.0
4021,2019-06-17 13:00:00,89.99,12.57,15.8,0.48,0.0
4022,2019-06-17 14:00:00,285.76,25.96,17.02,0.65,0.0
4023,2019-06-17 15:00:00,501.03,39.56,18.23,0.83,0.0
4024,2019-06-17 16:00:00,693.14,53.29,19.68,1.11,0.0
4025,2019-06-17 17:00:00,836.67,67.05,21.13,1.4,0.0
4026,2019-06-17 18:00:00,916.16,80.47,22.58,1.68,0.0
4027,2019-06-17 19:00:00,963.55,83.38,23.33,2.14,0.0
4028,2019-06-17 20:00:00,287.24,70.35,24.07,2.59,0.0
4029,2019-06-17 21:00:00,624.63,56.62,24.81,3.05,0.0
4030,2019-06-17 22:00:00,278.6,42.87,24.2,2.51,0.0
4031,2019-06-17 23:00:00,197.54,29.23,23.58,1.96,0.0
4032,2019-06-18 00:00:00,115.54,15.83,22.97,1.42,0.0
4033,2019-06-18 01:00:00,12.31,2.69,21.77,1.24,0.0
4034,2019-06-18 02:00:00,0.0,0.0,20.57,1.05,0.0
4035,2019-06-18 03:00:00,0.0,0.0,19.37,0.87,0.0
4036,2019-06-18 04:00:00,0.0,0.0,18.57,0.87,0.0
4037,2019-06-18 05:00:00,0.0,0.0,17.77,0.87,0.0
4038,2019-06-18 06:00:00,0.0,0.0,16.96,0.87,0.0
4039,2019-06-18 07:00:00,0.0,0.0,16.38,0.87,0.0
4040,2019-06-18 08:00:00,0.0,0.0,15.79,0.88,0.0
4041,2019-06-18 09:00:00,0.0,0.0,15.2,0.88,0.0
4042,2019-06-18 10:00:00,0.0,0.0,15.13,0.64,0.0
4043,2019-06-18 11:00:00,0.0,0.0,15.05,0.4,0.0
4044,2019-06-18 12:00:00,0.0,0.0,14.97,0.15,0.0
4045,2019-06-18 13:00:00,60.18,12.53,15.81,0.52,0.0
