,Irradiance,Enhanced
0,0.0,7.161061657109799
1,10.1010101010101,7.145805360469241
2,20.2020202020202,7.12139895117432
3,30.3030303030303,7.084674272393167
4,40.4040404040404,7.032362885959219
5,50.505050505050505,6.961419023196623
6,60.6060606060606,6.869342081064929
7,70.7070707070707,6.75444507087796
8,80.8080808080808,6.616029880514896
9,90.9090909090909,6.454451254390977
10,101.01010101010101,6.271072507763201
11,111.1111111111111,6.068132319138848
12,121.2121212121212,5.84855120386556
13,131.3131313131313,5.615708533700702
14,141.4141414141414,5.373217825900951
15,151.5151515151515,5.124721668886883
16,161.6161616161616,4.873720144092076
17,171.7171717171717,4.623439491481227
18,181.8181818181818,4.376741966792299
19,191.91919191919192,4.136073714747939
20,202.02020202020202,3.903444999833588
21,212.1212121212121,3.6804360311295774
22,222.2222222222222,3.468221534068939
23,232.3232323232323,3.26760780525571
24,242.4242424242424,3.0790769349650504
25,252.5252525252525,2.902833967354282
26,262.6262626262626,2.738853835872396
27,272.7272727272727,2.586925868320552
28,282.8282828282828,2.446694457807573
29,292.9292929292929,2.3176951306779965
30,303.030303030303,2.1993857191846646
31,313.1313131313131,2.0911726851732606
32,323.2323232323232,1.99243286575954
33,333.3333333333333,1.9025310474056096
34,343.4343434343434,1.8208338434939402
35,353.5353535353535,1.7467203714100341
36,363.6363636363636,1.6795902136636163
37,373.73737373737373,1.618869115870933
38,383.83838383838383,1.5640128309880597
39,393.93939393939394,1.5145094708360416
40,404.04040404040404,1.4698806766669292
41,414.1414141414141,1.4296818732624679
42,424.2424242424242,1.3935018276188336
43,434.3434343434343,1.3609616941547442
44,444.4444444444444,1.3317136943862835
45,454.5454545454545,1.3054395495661835
46,464.6464646464646,1.2818487600387902
47,474.7474747474747,1.2606768042613488
48,484.8484848484848,1.2416833133960608
49,494.9494949494949,1.2246502633681358
50,505.050505050505,1.2093802150302535
51,515.1515151515151,1.1956946241402477
52,525.2525252525252,1.183432235640207
53,535.3535353535353,1.1724475713070865
54,545.4545454545454,1.1626095154967917
55,555.5555555555555,1.1538000005283642
56,565.6565656565656,1.1459127908088507
57,575.7575757575758,1.1388523631027234
58,585.8585858585858,1.132532879113344
59,595.959595959596,1.1268772457137712
60,606.060606060606,1.121816257700902
61,616.1616161616162,1.1172878176813303
62,626.2626262626262,1.1132362275898942
63,636.3636363636364,1.1096115464378915
64,646.4646464646464,1.1063690090087237
65,656.5656565656565,1.103468500459113
66,666.6666666666666,1.1008740820091596
67,676.7676767676767,1.0985535632370722
68,686.8686868686868,1.0964781167457922
69,696.9696969696969,1.094621931315027
70,707.070707070707,1.0929618999104238
71,717.1717171717171,1.0914773392437669
72,727.2727272727273,1.0901497378277538
73,737.3737373737373,1.0889625297740513
74,747.4747474747475,1.087900891771275
75,757.5757575757575,1.086951560949064
76,767.6767676767677,1.0861026715478104
77,777.7777777777777,1.0853436085049406
78,787.8787878787879,1.0846648762155777
79,797.9797979797979,1.0840579809573772
80,808.0808080808081,1.0835153255633259
81,818.1818181818181,1.0830301150913582
82,828.2828282828282,1.0825962723607745
83,838.3838383838383,1.0822083623258463
84,848.4848484848484,1.0818615243821086
85,858.5858585858585,1.0815514117754603
86,868.6868686868686,1.0812741373891204
87,878.7878787878788,1.081026225202019
88,888.8888888888888,1.0808045668942758
89,898.989898989899,1.0806063829906405
90,909.090909090909,1.0804291881142651
91,919.1919191919192,1.0802707598989296
92,929.2929292929292,1.0801291111894498
93,939.3939393939394,1.0800024651562976
94,949.4949494949494,1.0798892330612917
95,959.5959595959596,1.079787994353154
96,969.6969696969696,1.0796974788763944
97,979.7979797979797,1.0796165509609907
98,989.8989898989898,1.0795441951840172
99,1000.0,1.079479503640087
