,Irradiance,Enhanced
0,0.0,7.178921377174316
1,10.1010101010101,7.178921377167055
2,20.2020202020202,7.178921377038132
3,30.3030303030303,7.178921375357057
4,40.4040404040404,7.178921358743715
5,50.505050505050505,7.178921230741355
6,60.6060606060606,7.178920442046698
7,70.7070707070707,7.17891646592624
8,80.8080808080808,7.178899724123143
9,90.9090909090909,7.178839748938996
10,101.01010101010101,7.178653885745138
11,111.1111111111111,7.178148102642306
12,121.2121212121212,7.176923137859216
13,131.3131313131313,7.174250637633193
14,141.4141414141414,7.168941072886294
15,151.5151515151515,7.159240937595311
16,161.6161616161616,7.142802089838013
17,171.7171717171717,7.116755775093744
18,181.8181818181818,7.077899793133875
19,191.91919191919192,7.022977876651862
20,202.02020202020202,6.949006234136512
21,212.1212121212121,6.853591120184981
22,222.2222222222222,6.735185328246643
23,232.3232323232323,6.593247369900057
24,242.4242424242424,6.428288552325689
25,252.5252525252525,6.2418138106012195
26,262.6262626262626,6.036177499725607
27,272.7272727272727,5.814383508336156
28,282.8282828282828,5.579860381217881
29,292.9292929292929,5.3362383711311905
30,303.030303030303,5.087148689523517
31,313.1313131313131,4.836057694244117
32,323.2323232323232,4.58614179365586
33,333.3333333333333,4.340203287035897
34,343.4343434343434,4.1006234930801275
35,353.5353535353535,3.8693472627571017
36,363.6363636363636,3.6478920443420284
37,373.73737373737373,3.4373747066168874
38,383.83838383838383,3.2385499818068952
39,393.93939393939394,3.051855371527373
40,404.04040404040404,2.8774584499426505
41,414.1414141414141,2.715303553755249
42,424.2424242424242,2.5651557842510746
43,434.3434343434343,2.426641023457331
44,444.4444444444444,2.2992812766952913
45,454.5454545454545,2.1825251083000636
46,464.6464646464646,2.075773257125587
47,474.7474747474747,1.9783997282372652
48,484.8484848484848,1.8897687812629633
49,494.9494949494949,1.8092482962519112
50,505.050505050505,1.7362200130664245
51,515.1515151515151,1.6700871251406457
52,525.2525252525252,1.6102796744313717
53,535.3535353535353,1.556258149965973
54,545.4545454545454,1.507515643521931
55,555.5555555555555,1.4635788669712047
56,565.6565656565656,1.4240082889927266
57,575.7575757575758,1.3883976060104017
58,585.8585858585858,1.3563727239265542
59,595.959595959596,1.327590393831512
60,606.060606060606,1.3017366162318813
61,616.1616161616162,1.278524904150452
62,626.2626262626262,1.2576944753134756
63,636.3636363636364,1.239008426974289
64,646.4646464646464,1.2222519334794653
65,656.5656565656565,1.2072304957408144
66,666.6666666666666,1.193768263050192
67,676.7676767676767,1.1817064409260676
68,686.8686868686868,1.1709017932590098
69,696.9696969696969,1.161225242976923
70,707.070707070707,1.1525605723330792
71,717.1717171717171,1.1448032216690551
72,727.2727272727273,1.1378591837943959
73,737.3737373737373,1.131643990018418
74,747.4747474747475,1.1260817831034249
75,757.5757575757575,1.1211044719436256
76,767.6767676767677,1.1166509625242376
77,777.7777777777777,1.1126664597441356
78,787.8787878787879,1.1091018346105805
79,797.9797979797979,1.1059130516564653
80,808.0808080808081,1.1030606515004253
81,818.1818181818181,1.1005092837971693
82,828.2828282828282,1.0982272861625315
83,838.3838383838383,1.0961863048471077
84,848.4848484848484,1.0943609533388972
85,858.5858585858585,1.0927285053153226
86,868.6868686868686,1.091268618658596
87,878.7878787878788,1.0899630875513537
88,888.8888888888888,1.0887956198955737
89,898.989898989899,1.0877516375766727
90,909.090909090909,1.0868180972682793
91,919.1919191919192,1.0859833297610033
92,929.2929292929292,1.085236895928051
93,939.3939393939394,1.08456945762384
94,949.4949494949494,1.0839726620427184
95,959.5959595959596,1.0834390381158658
96,969.6969696969696,1.082961903718735
97,979.7979797979797,1.0825352826094086
98,989.8989898989898,1.0821538300423559
99,1000.0,1.081812766188924
