Job.Latitude,Job.Longitude,Finance.LCOE,Job.Tech,Job.PanTyp,Panel.EM,Panel.Irradiance,Panel.PVGen
44,27,0.4163084058648765,NoEnhancment,4110,1.0,367.5629953976114,800.1446723188037
-22,26,0.2928101390228963,NoEnhancment,4110,1.0,539.4168738425243,1120.1892058783349
28,25,0.2641621430469097,NoEnhancment,4110,1.0,569.6172788636496,1238.950663829822
11,25,0.26689960386074923,NoEnhancment,4110,1.0,566.770887699906,1230.4499799563373
-24,21,0.2873492508132566,NoEnhancment,4110,1.0,535.961121457966,1138.5414556475407
-24,29,0.3169372469312799,NoEnhancment,4110,1.0,492.1534820420282,1021.1851089591644
-22,21,0.2890089874652744,NoEnhancment,4110,1.0,537.9541987277654,1133.4912642425427
26,29,0.25951223823753355,NoEnhancment,4110,1.0,574.9369857101195,1250.7673392003985
24,27,0.2537550807477603,NoEnhancment,4110,1.0,583.9837905965562,1267.604022562502
26,23,0.2610398376731072,NoEnhancment,4110,1.0,576.4515463929689,1256.0993037500293
-21,29,0.31567879337071475,NoEnhancment,4110,1.0,502.2725798657717,1028.2462407046778
-29,22,0.3040581425860192,NoEnhancment,4110,1.0,501.9258498885892,1076.839990410413
-16,28,0.3107252282143569,NoEnhancment,4110,1.0,497.1527163058147,1050.7401153297294
58,29,0.6100431925173468,NoEnhancment,4110,1.0,261.6458897363522,579.3074390576179
-22,30,0.3092562539055194,NoEnhancment,4110,1.0,508.89686408955737,1048.8807316357104
29,26,0.2673364197690824,NoEnhancment,4110,1.0,565.7534204834228,1235.079221251345
56,28,1.0156788184091727,NoEnhancment,4110,1.0,281.5414604004516,608.8223463163397
-18,25,0.3002070994041383,NoEnhancment,4110,1.0,533.109158389656,1090.2584661331891
-6,25,0.3471252062471413,NoEnhancment,4110,1.0,442.61341639576807,956.4834754936647
-23,28,0.3055772159559237,NoEnhancment,4110,1.0,513.3489453970855,1064.8465926548956
8,29,0.2911837820429363,NoEnhancment,4110,1.0,525.3092667848698,1134.6469691877955
4,25,0.3234546074689954,NoEnhancment,4110,1.0,473.04019492516363,1021.6446736094297
3,30,0.3285118760769737,NoEnhancment,4110,1.0,477.4397318475917,1019.0484307269107
16,22,0.2495234257041828,NoEnhancment,4110,1.0,606.5897346793349,1328.1456616249402
40,28,0.38772269056084496,NoEnhancment,4110,1.0,378.598754056112,850.7453180096927
16,28,0.2485281492508439,NoEnhancment,4110,1.0,598.5814548508544,1302.5380723307128
-12,21,0.3176892046001323,NoEnhancment,4110,1.0,472.0700906759907,1020.3274396786146
19,28,0.2470637012747857,NoEnhancment,4110,1.0,594.4198160733862,1301.45320991175
46,22,0.4431414524939637,NoEnhancment,4110,1.0,362.28575767999047,777.5835032779495
-13,23,0.32001037001157184,NoEnhancment,4110,1.0,477.9639460534785,1016.9768483805608
45,30,0.411347440493634,NoEnhancment,4110,1.0,379.38094727550896,827.8513302825708
3,29,0.3247434699623041,NoEnhancment,4110,1.0,493.02112882691716,1043.1002932692477
40,28,0.38772269056084496,NoEnhancment,4110,1.0,378.598754056112,850.7453180096927
-15,20,0.3117525631656442,NoEnhancment,4110,1.0,506.13101651332863,1052.0327499866537
1,20,0.35055701274803897,NoEnhancment,4110,1.0,427.08495733515855,916.20274110806
-29,26,0.3234106242319883,NoEnhancment,4110,1.0,489.09845902026825,1019.2361460662024
44,29,0.4066442251524115,NoEnhancment,4110,1.0,381.81516211904375,827.9042682190628
-12,21,0.3176892046001323,NoEnhancment,4110,1.0,472.0700906759907,1020.3274396786146
4,29,0.3114637919873923,NoEnhancment,4110,1.0,513.9919245465536,1084.7089075137574
-14,25,0.3108944401741142,NoEnhancment,4110,1.0,496.688183770463,1054.597791187623
-31,22,0.3176980982662882,NoEnhancment,4110,1.0,479.7345246573738,1030.5285570302233
46,22,0.4431414524939637,NoEnhancment,4110,1.0,362.28575767999047,777.5835032779495
29,25,0.2670937412930812,NoEnhancment,4110,1.0,565.9046492294975,1234.5224991352266
15,25,0.24889777075236474,NoEnhancment,4110,1.0,599.3421271245634,1307.4041903387101
-9,27,0.35316494690371864,NoEnhancment,4110,1.0,431.4962752119523,933.6237092241879
50,25,0.5479541026663155,NoEnhancment,4110,1.0,320.92762731288053,665.7812288800612
37,27,0.3307205352319365,NoEnhancment,4110,1.0,454.8407395445135,1001.6396199525512
-26,28,0.32606020064718194,NoEnhancment,4110,1.0,485.84032887999535,1004.7914731536284
10,29,0.2829484775102067,NoEnhancment,4110,1.0,529.8792843252111,1157.7222316936
12,28,0.2650638159528201,NoEnhancment,4110,1.0,569.7700628050574,1239.3136859514661
23,22,0.2558258128954271,NoEnhancment,4110,1.0,589.8113494318183,1282.1090358755325
27,25,0.26153258353996506,NoEnhancment,4110,1.0,571.1572522707295,1247.6298724567498
27,27,0.2613143082872312,NoEnhancment,4110,1.0,576.9024866709823,1254.5734130984606
59,24,2.390405865365759,NoEnhancment,4110,1.0,274.96740842016493,604.4236344881808
0,27,0.3722352303347965,NoEnhancment,4110,1.0,421.00762264827097,895.6990176981543
29,29,0.26558185751793434,NoEnhancment,4110,1.0,564.0470535387523,1236.6239577595234
10,29,0.2829484775102067,NoEnhancment,4110,1.0,529.8792843252111,1157.7222316936
46,27,0.4462005830253653,NoEnhancment,4110,1.0,363.37978328319474,763.2884013258682
-4,30,0.3460487533325197,NoEnhancment,4110,1.0,454.7041828530345,965.0971692061984
-12,27,0.31891895598461784,NoEnhancment,4110,1.0,476.3338461810675,1029.0488857854923
53,26,0.5595013548591371,NoEnhancment,4110,1.0,307.8763721954413,640.7770109239087
-30,20,0.30211405952674153,NoEnhancment,4110,1.0,502.8937854715877,1083.3869405496866
1,30,0.3321918318172775,NoEnhancment,4110,1.0,480.8766977836667,1012.621270751409
-11,27,0.3160600844141672,NoEnhancment,4110,1.0,481.97558575057593,1040.3579572324993
-29,26,0.3234106242319883,NoEnhancment,4110,1.0,489.09845902026825,1019.2361460662024
6,29,0.2973061485581385,NoEnhancment,4110,1.0,529.8231362660944,1120.393020741469
58,29,0.6100431925173468,NoEnhancment,4110,1.0,261.6458897363522,579.3074390576179
52,26,0.5294292784950898,NoEnhancment,4110,1.0,323.70397879311366,668.818868895673
-8,25,0.34279593984856205,NoEnhancment,4110,1.0,442.8893832106038,956.4487732401293
6,27,0.2980747447362123,NoEnhancment,4110,1.0,529.8923862027951,1129.5518494503533
45,21,0.42931210301213374,NoEnhancment,4110,1.0,375.0143196613807,797.0659519696459
-26,22,0.29501038391853035,NoEnhancment,4110,1.0,516.988250616559,1108.868348520137
26,28,0.25892601613933114,NoEnhancment,4110,1.0,579.4940303331966,1258.3502830255036
29,30,0.2657831355441685,NoEnhancment,4110,1.0,559.3716027776143,1232.0275897174874
-32,27,0.3814170522796461,NoEnhancment,4110,1.0,405.2600908928678,870.9316002886752
10,23,0.27742351005457044,NoEnhancment,4110,1.0,549.2211642156864,1185.6250048283514
52,29,0.5409262863460411,NoEnhancment,4110,1.0,320.51422048466037,667.0934072075725
-6,29,0.3495944820246337,NoEnhancment,4110,1.0,446.5818631296573,949.5350539043573
9,29,0.2879650875266951,NoEnhancment,4110,1.0,530.2022175653403,1143.0407747767156
-14,26,0.3119600988806849,NoEnhancment,4110,1.0,493.0839411107845,1048.3940338387476
51,20,0.5800691672103829,NoEnhancment,4110,1.0,312.1613525950335,649.3758478656353
30,25,0.2709898609510801,NoEnhancment,4110,1.0,555.8357772514655,1222.1379436920295
45,26,0.4205983305203918,NoEnhancment,4110,1.0,374.8936943907157,799.1933060422937
17,29,0.24815130795962625,NoEnhancment,4110,1.0,595.3736432239083,1298.4285244920748
1,25,0.35930237018733463,NoEnhancment,4110,1.0,426.6596782132026,917.6326397715897
-8,25,0.34279593984856205,NoEnhancment,4110,1.0,442.8893832106038,956.4487732401293
25,25,0.2572090349151935,NoEnhancment,4110,1.0,578.8230443078725,1263.8823592664696
52,23,0.5628229177574534,NoEnhancment,4110,1.0,322.1103649721532,657.2514864176053
57,23,0.7385042852270537,NoEnhancment,4110,1.0,288.2268294374365,614.6675578790744
32,23,0.2834266966730661,NoEnhancment,4110,1.0,530.6374589005082,1155.3119336343934
10,20,0.2771646357923712,NoEnhancment,4110,1.0,551.7802793807178,1185.0917325409469
22,26,0.25039508715627085,NoEnhancment,4110,1.0,591.8515517822876,1288.149539759702
46,27,0.4462005830253653,NoEnhancment,4110,1.0,363.37978328319474,763.2884013258682
56,22,0.6617324487240022,NoEnhancment,4110,1.0,285.85465697164744,612.0867157136556
-7,24,0.3391457557605433,NoEnhancment,4110,1.0,446.7470891827344,963.5924130126648
-9,24,0.3365140416988054,NoEnhancment,4110,1.0,442.86962181014917,961.0964959915848
-2,23,0.3733132149221861,NoEnhancment,4110,1.0,397.42442392553437,866.3307135431891
-16,21,0.3091342523852173,NoEnhancment,4110,1.0,524.3007143195996,1069.6490188432008
56,24,0.6935941699015582,NoEnhancment,4110,1.0,289.07922800739544,615.9321381612209
6,22,0.3060892639123096,NoEnhancment,4110,1.0,496.7729352709587,1066.2630165772573
17,22,0.25026123604723355,NoEnhancment,4110,1.0,606.4836195522744,1326.7121576720795
-13,25,0.3156778601029035,NoEnhancment,4110,1.0,489.6159696666864,1041.0833261156379
13,26,0.2575331174219219,NoEnhancment,4110,1.0,578.4137731494973,1262.902971747285
8,21,0.2943263346205722,NoEnhancment,4110,1.0,513.5669182389937,1108.9066931702562
-29,27,0.3325250899474671,NoEnhancment,4110,1.0,476.82563639590614,992.2714773350252
-17,23,0.3029879350386853,NoEnhancment,4110,1.0,526.9902437157826,1083.5770838693197
