0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,0,0,0,0,0,0,0.222705369,0.16470898,0.162721276,0.153668836,0.167888307,0.194347905,0.251138242,0.218547572,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0.297894016,0.1835248,0.117787191,0.113097065,0.097852798,0.098207838,0.109907787,0.138211861,0.243472943,0.270690284,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0.300647208,0.138770275,0.078569831,0.043981595,0.039589264,0.036097279,0.050375023,0.055774735,0.061848598,0.135872668,0.282702182,0.361678122,0,0,0,0,0,0,0
4,0,0,0,0,0.33854407,0.1980157,0.076572121,0.03516277,0.028465597,0.018537771,0.019125942,0.02834028,0.024589978,0.06000449,0.089034469,0.212929202,0.342134517,0.410871819,0,0,0,0,0,0
5,0,0,0,0.392178161,0.293650487,0.144801204,0.066311133,0.041519203,0.023466871,0.021259418,0.029964508,0.03525815,0.055476368,0.064462305,0.119869845,0.185961851,0.317961544,0.393780589,0.428413997,0,0,0,0,0
6,0,0,0,0.384421717,0.273284677,0.102252892,0.043017671,0.017970381,0.017284257,0.017266908,0.015330418,0.019719772,0.020135868,0.029692843,0.052638172,0.134232722,0.280353993,0.384364421,0.4116568,0,0,0,0,0
7,0,0,0,0.398141637,0.285692927,0.14588375,0.044596397,0.014785361,0.007880271,0.013783773,0.026448365,0.02157236,0.033426079,0.058926935,0.071015388,0.160041611,0.287578945,0.386566648,0.415122764,0,0,0,0,0
8,0,0,0,0,0.323576651,0.158537372,0.04468781,0.013418388,0.005027504,0.004845574,0.006047473,0.01639287,0.014777422,0.021072904,0.044372703,0.159423119,0.317994417,0.391533831,0,0,0,0,0,0
9,0,0,0,0,0.405580032,0.265667861,0.11373666,0.049452337,0.027775675,0.028011212,0.041909984,0.056575295,0.054637468,0.094447109,0.165787506,0.296451453,0.371266782,0,0,0,0,0,0,0
10,0,0,0,0,0,0.322401092,0.162383115,0.077084361,0.055377931,0.045882676,0.047519113,0.042707624,0.052274343,0.122059609,0.209449647,0.272001321,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0.21396306,0.183767412,0.166112135,0.169742313,0.143710796,0.153240525,0.137541209,0.214367331,0.237133702,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0.247824287,0.135864946,0.122060054,0.103219965,0.108461219,0.157517843,0.151620223,0,0,0,0,0,0,0,0,0,0
