0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,0,0,0,0.24028764,0.075210738,0.024526134,0.009076381,0.004466209,0.005128835,0.01100882,0.012768698,0.007759064,0.023791097,0.038922672,0.113670448,0.148165975,0,0,0,0,0,0,0
2,0,0,0,0,0,0.146622657,0.046014846,0.012167309,0.002301096,0.001332674,0.00278884,0.007273457,0.011972058,0.029459853,0.055447096,0.160155671,0.227203079,0,0,0,0,0,0,0
3,0,0,0,0,0,0.238411627,0.100682157,0.030809773,0.011649189,0.008208385,0.008771349,0.010907803,0.028828096,0.060326696,0.132410014,0.283082431,0.349221263,0,0,0,0,0,0,0
4,0,0,0,0,0,0.33070926,0.178468327,0.072216999,0.035444547,0.021818023,0.015695028,0.02764942,0.051150171,0.120108624,0.263241135,0.329126854,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0.387806383,0.286147686,0.150657318,0.071947123,0.043951456,0.040921108,0.059582624,0.119966314,0.249630108,0.361472382,0.400825854,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0.328900784,0.228553889,0.128680402,0.083085471,0.075011857,0.098686651,0.174558867,0.309169269,0.39270789,0.405594717,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0.322686457,0.199121953,0.098941178,0.058466039,0.051072037,0.068771085,0.127365413,0.253240451,0.358744375,0.394402289,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0.33893033,0.194337015,0.079341835,0.031617645,0.017870465,0.014780354,0.022162157,0.045779838,0.122573134,0.273730996,0.35093354,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0.19800895,0.076841222,0.029328694,0.013941269,0.00916441,0.014626776,0.015665227,0.017716145,0.050745612,0.164050912,0.233078475,0,0,0,0,0,0,0,0
10,0,0,0,0,0.256536447,0.084123901,0.024017674,0.006378193,0.003824709,0.007663201,0.002513809,0.00984524,0.008658446,0.01733681,0.092189515,0.271160756,0.374854131,0,0,0,0,0,0,0
11,0,0,0,0,0.169600771,0.054688979,0.019617154,0.005375436,0.005735902,0.002584612,0.005368529,0.016093158,0.010969785,0.019209569,0.063738584,0.190119901,0.263333303,0,0,0,0,0,0,0
12,0,0,0,0,0.176820799,0.047190439,0.021319414,0.007374858,0.001954283,0.001908663,0.004161174,0.003216416,0.01556479,0.029165426,0.049353894,0.121569137,0.166610674,0,0,0,0,0,0,0
