123,108,119,105,96,85,91,98,95,104,101,112
196.02,170.99,173.81,139.43,127.44,111.7,122.45,136.97,154.73,176.05,182.9,196.05
-18.112108,,,,,,,,,,,
178.45359,,,,,,,,,,,
