65,81,108,125,147,146,155,150,122,96,67,57
45.11533333,69.79133333,90.496,144.4186667,171.56,194.06,194.78,182.4453333,131.378,81.84,50.67466667,40.24
43.224682,,,,,,,,,,,
27.75125,,,,,,,,,,,
