157,139,140,126,133,119,119,132,142,147,141,152
190.4846667,187.054,161.0373333,169.508,164.04,156.55,147.34,159.34,170.8306667,167.08,173.352,172.98
4.877593,,,,,,,,,,,
31.626335,,,,,,,,,,,
