156,151,174,162,159,155,160,155,156,161,147,149
137.02,163.2253333,177.296,215.0986667,218.82,242.544,229.12,216.0906667,199.9293333,168.22,143.902,125.7
24.58894,,,,,,,,,,,
39.569531,,,,,,,,,,,
