146,135,153,146,157,151,162,170,166,163,146,146
211.2133333,197.8213333,163.4453333,154.0493333,138.92,130.138,134.66,163.6386667,194.99,201.96,216.752,201.86
-24.580186,,,,,,,,,,,
25.909691,,,,,,,,,,,
