164.00,157.00,175.00,158.00,150.00,132.00,134.00,140.00,127.00,148.00,152.00,163.00
146.35,157.13,193.93,197.28,190.86,170.00,163.19,166.08,146.30,155.83,143.45,144.20
19.404161
-99.135126
