123,115,139,148,163,152,158,171,169,164,137,126
162.874,169.7973333,155.2506667,168.082,159.58,151.7553333,151.12,183.1893333,205.8606667,208.64,186.744,163.86
-15.447529,,,,,,,,,,,
28.350849,,,,,,,,,,,
