,0,1,2,Generation,Fitness,Results
0xaf5439,71.06734234003193,0.012747830029040577,0.3013081622323093,G7,0.027670417263213433,0.5652015668783938
0x40b881,155.38087257130147,0.02344491081953317,0.525191446840509,G7,0.027693900608818642,0.5554296618132186
0x315e85,114.44679093962003,0.08756109238730411,0.13492512911446083,G7,0.02811309559275767,0.3809939721242289
0xee568f,146.4203714527504,0.13702987585175255,0.14874787055072514,G7,0.028166149676764934,0.3589170721392571
0xfd5204,40.711528919778004,0.2359549745423727,0.7294540084381883,G7,0.02430818648011391,1.964295229766356
0x6950ba,1.6159227001938916,0.0983872011662209,0.11969028941317454,G7,0.0,12.079433616927915
0x4d3216,46.25907635259465,0.09367978956076045,0.040382043000143586,G7,0.02764655480027053,0.5751312304970027
0xc02384,63.774074213446404,0.020725588875683154,0.161654542417224,G7,0.0277989813206798,0.5117034075668715
0xfa8e82,163.778159603643,0.017820144195294207,0.3046462741677326,G7,0.028096743478384194,0.3877984246055233
0x838f97,121.92324578662772,0.0990204493823437,0.19868719169555174,G7,0.02806757025463437,0.3999380054693835
0xe7d395,71.03134843344937,0.11852285486897698,0.019680052335599357,G7,0.027972694291711567,0.4394178529423501
0xa90a5a,95.00036874276755,0.09993277700155158,0.5623494734770624,G7,0.027193642396560837,0.7635974348571434
0x89d17f,43.674088990631404,0.049912951248254525,0.28036711856777974,G7,0.02720431148329072,0.7591578075395854
0xab2059,172.57379661994793,0.034203745280010106,0.04922137330932114,G7,0.02833551897456655,0.28843900964778696
0xc0854b,95.12587457244696,0.19138347242816384,0.30721127686444305,G7,0.02773612966901484,0.5378572777855671
0x75fea4,141.614801541183,0.11413235181667472,0.37605372192702435,G7,0.027888239502610802,0.4745612347784113
0xa6e474,107.44504526605635,0.1170049657639583,0.33536151841011375,G7,0.027813932968456766,0.5054817181576751
0xe7b1fc,195.24016773497277,0.1444057499990057,0.15129483381887412,G7,0.02824369051483715,0.3266507281074369
0x7f50b,182.96599999999998,0.0093,0.0,G8,0.03208478502531894,0.2662109019180334
0x16773f,232.02379207328585,0.015036254375096758,0.09723733035687622,G8,0.03193734462805194,0.2729053016165031
0x36ddf8,196.98,0.114,0.0,G8,0.03188210159122823,0.2754135624182258
0xeff150,172.48,0.0385,0.0,G8,0.03187045432732809,0.27594239604446696
0x2572c5,205.00284265046304,0.08566221743010574,0.03692253673410764,G8,0.0318439096509518,0.27714763339341103
0x86a5f5,183.26,0.02,0.06,G8,0.03170556911350819,0.2834288620750703
0xfae8fc,172.57379661994793,0.034203745280010106,0.04922137330932114,G8,0.031595223424311224,0.28843900964778696
0x885bd1,172.7197280060512,0.014736457237203113,0.06180494274476965,G8,0.03158535365364082,0.2888871377797282
0x1801c7,217.5128389673085,0.06410223215005298,0.10941023834344232,G8,0.03158028353821176,0.2891173418474645
0x3aa9fd,167.63373695723993,0.03546788177373635,0.048746323837602745,G8,0.03152892067804359,0.2914494266898543
0x56dd04,12.000079653675698,0.1811672174781792,0.022932433467306945,G8,0.0,1.7229919414455377
0x6f7025,101.76062818745383,0.16170486850121985,0.0825860115171821,G8,0.029195930384053017,0.3973767696034876
0x2e4963,48.97959922041176,0.05953714339391608,0.17666056324716792,G8,0.02416721821105522,0.6257009594362516
0xdf1d0d,40.66152192555509,0.15156275477390468,0.047171783122933936,G8,0.02356521746821001,0.6530342660881843
0x6414d4,107.74573782648909,0.12662604010326578,0.21944489445702456,G8,0.02827199858242435,0.4393270687676238
0xc5d12a,164.371724351116,0.12079438637386126,0.3846164214712011,G8,0.027907049644290253,0.4558972497132001
0x508f80,106.06658415953024,0.016417741831768765,0.6916036337504166,G8,0.017447355383159318,0.9308103359890127
0x93fc81,136.2489492513944,0.15862051701308588,0.2367474789908778,G8,0.028861579507675497,0.41255767285316863
0xf6a478,119.3904339693774,0.1937423873344522,0.11090519509450655,G8,0.029413352729572163,0.3875049019792556
0xdced36,90.79222660498739,0.005136732168629504,0.37795759626842884,G8,0.025865991414787147,0.5485696776869372
0xdf2fe4,19.95553828906894,0.06790285844484714,0.28310776399344545,G8,0.0073817402968327245,1.3878306089118737
0xab87d1,212.8258254902059,0.16606245700808098,0.04433099899621845,G8,0.03158435191086714,0.2889326210166587
0xc7258f,77.2838986528793,0.05633351733402074,0.16672081263839778,G8,0.02758705820624112,0.4704261754764011
0x555007,200.52074226259924,0.05119906421964468,0.39471419121636253,G8,0.028756451438108177,0.4173309190615176
0xfd6f9d,167.22317891714786,0.14288932680765393,0.11071151891719734,G8,0.030691256534114204,0.3294828198201309
0x3d3396,84.791479762014,0.06365480262862402,0.2874424400494141,G8,0.02653311767547988,0.518279404999084
0xdd64c7,49.81744918218971,0.16168363767852545,0.29316841712344993,G8,0.02140121818674103,0.7512887228441655
0x9208c9,88.0256139242274,0.012076001994704655,0.2627258960635305,G8,0.027380692342299118,0.4797960334186994
0x861a5f,104.81491836102683,0.20742214629955474,0.32108269664311395,G8,0.026329167738001643,0.5275395699556717
0xdb6825,98.43974411805023,0.14049792850157566,0.31062258141423016,G8,0.02657362033235109,0.5164404179984259
0x49b0a3,71.35282927658065,0.02697340699108905,0.007727894348694392,G8,0.028876320291237337,0.4118883807265818
0x534887,133.1063255205721,0.1513132636540164,0.36638269628350284,G8,0.027164437101004194,0.4896149097168666
0x7e9f9f,94.0715147300212,0.10298801770205449,0.31386623227948496,G8,0.02650591482534903,0.5195145261401622
0x6d8286,51.349147524897326,0.0020682980183901467,0.1339840498072508,G8,0.02557251274064091,0.5618948150585771
0x3ca412,74.99550122008903,0.09013020707709891,0.11254922097935433,G8,0.02782060370600106,0.4598222504181912
0x773515,161.2603960998456,0.08545779756132178,0.13608826984992387,G8,0.030638527603795544,0.3318769298589601
0xfadeb0,54.70916878387066,0.002174476464247399,0.06302442473331907,G8,0.026893370115114116,0.5019224643778971
0xc9288f,182.96599999999998,0.0093,0.0,G9,0.028012241438070126,0.2662109019180334
0x16aed9,232.02379207328585,0.015036254375096758,0.09723733035687622,G9,0.02800188844114392,0.2729053016165031
0x82bd83,196.98,0.114,0.0,G9,0.027998009375426302,0.2754135624182258
0x26553d,172.48,0.0385,0.0,G9,0.0279971915257081,0.27594239604446696
0x80c584,205.00284265046304,0.08566221743010574,0.03692253673410764,G9,0.02799532760674135,0.27714763339341103
0x87b169,183.26,0.02,0.06,G9,0.02798561358544548,0.2834288620750703
0xf25f06,172.57379661994793,0.034203745280010106,0.04922137330932114,G9,0.0279778653115514,0.28843900964778696
0xf93883,172.7197280060512,0.014736457237203113,0.06180494274476965,G9,0.027977172274179642,0.2888871377797282
0x3b147,212.8258254902059,0.16606245700808098,0.04433099899621845,G9,0.02797710193362136,0.2889326210166587
0xbe3b52,217.5128389673085,0.06410223215005298,0.10941023834344232,G9,0.027976816259882166,0.2891173418474645
0x7b490a,169.87173647043033,0.13765898288694967,0.3871913425014561,G9,0.027718128653650077,0.456388543172229
0xe91ca0,44.581244474870445,0.014438547610875693,0.2131737038872229,G9,0.02737597444798533,0.6776304722057925
0xaa9b45,177.4768741628505,0.10571904879911351,0.10004448638451979,G9,0.027940498213687298,0.3126011233291825
0x96d5db,170.40912690554057,0.02485722910814072,0.026660016589560076,G9,0.027987752242724418,0.28204597490285466
0xc22efd,171.9863987747534,0.04091420270095052,0.44744813038192954,G9,0.027691913296177678,0.4733397779122183
0xe4d5f3,73.3236585537253,0.12820634274647086,0.007925882136670587,G9,0.027759967562036005,0.4293348912027096
0xda31f1,91.08847100793575,0.001830349184824387,0.5740219766142893,G9,0.02724661248002711,0.7612778185216138
0xd8df90,87.20457203496834,0.06681283888353767,0.24160254655262148,G9,0.027675957703748488,0.483656898057065
0xfc1e47,172.55620184588247,0.1328251033658726,0.3084104726937354,G9,0.027794982077607847,0.4066939917455807
0x1e800e,102.78272067831122,0.13689107297233477,0.19914655135999074,G9,0.0277414918908113,0.4412815312681212
0xf866e4,104.87439316221142,0.21177210391707846,0.3000202157098788,G9,0.027628091574855785,0.5146078392299679
0xc3b51,2.552262547213928,0.10551588264191816,0.6754210616842384,G9,0.0,18.3793371757042
0x240b12,37.69112138473393,0.00026949727683359126,0.21784234083333892,G9,0.0272494606262568,0.7594361653851268
0x7bb396,194.52902212553983,0.04448719319706219,0.01799904021227089,G9,0.028005618507763688,0.27049338581737337
0x16c0a1,64.15557037287044,0.05640047023008757,0.2930696914540859,G9,0.027485496147847826,0.6068121343118088
0xe09526,45.96293539697012,0.09131167899746519,0.5004915157808093,G9,0.0268236593811448,1.0347654972881113
0x5c5491,117.52360684094637,0.11850361347546368,0.23829535529203685,G9,0.027758880611782524,0.43003772918295824
0x2084b4,171.5369856874148,0.10320012077779403,0.12615663286762205,G9,0.027922134377453594,0.3244754492487175
0x19ee41,76.98015148450023,0.13240184721799364,0.11122071923627697,G9,0.027707045851879254,0.4635548453899956
0x74b13f,171.2268630707543,0.10229131840623333,0.3428878414518337,G9,0.027774683815707222,0.4198191456807686
0x97ee42,137.27227177444428,0.04165050316426606,0.3646804836136759,G9,0.02771996106897983,0.4552036765371469
0xd4d94e,153.93596223949683,0.15195265344623246,0.2944238080144498,G9,0.027773401444921082,0.4206483454443989
0x45cec6,70.54195445752067,0.037849181932703896,0.0720868931280163,G9,0.02773769199317784,0.4437386008251729
0x86855a,115.2439851244439,0.14178237626982085,0.031581446876914304,G9,0.02787788005464246,0.3530909436214569
0xf986d4,128.43656349307983,0.06723949661340498,0.024982191475964394,G9,0.02792733817472866,0.32111059758717336
0xa11f6c,182.82008094387365,0.11157635784018048,0.21831033893828716,G9,0.02787794028430373,0.35305199823886696
0x1004b5,129.50785686901725,0.18782878837008715,0.015723030570871183,G9,0.02789820976432961,0.3399454550861362
