,0,1,2,Generation,Fitness,Results
0xef106c,13.18531777650638,0.18416607203190205,0.17229852630961512,G2,0.021326702303465696,1.8482350577299584
0x20e70f,4.46398584460556,0.08199308131760609,0.40398033706600706,G2,0.0,6.345360662787168
0x4487a3,137.7604983616131,0.13507876405418512,0.22609166651633267,G2,0.02819316528027969,0.4003156358796569
0xe99520,37.537309529079934,0.12472030342357744,0.2841445102048448,G2,0.025909184988050834,0.8819346929412486
0xbb6e20,147.78525391601136,0.006203157177202309,0.0872587803673636,G2,0.028610910458581298,0.31222641744366525
0xb0c56d,165.93261834626102,0.08034809590593903,0.4085424891182373,G2,0.027907096745680687,0.4606384234086648
0x1723ca,140.65590233698202,0.004368981878131825,0.17714935244713295,G2,0.028432534882906105,0.3498401730666041
0x8a6196,211.048868846546,0.126526660901535,0.33637018698631926,G2,0.028223572744001627,0.3939036654895343
0x4e8006,129.91904030587912,0.17584708380468622,0.5018964263665512,G2,0.02716389908543337,0.6173552556670528
0x272cc4,95.38213104359862,0.029439866673038675,0.02162204725039396,G2,0.028390392358258437,0.3587266958847141
0x41935,170.6064429295531,0.06684801228831178,0.09171304391838711,G2,0.028633283161879807,0.3075087233798384
0x6c787d,144.36682994309763,0.08992172826229891,0.032138672265940305,G2,0.02861015534691652,0.3123856465618857
0x1dab4,93.36737224174057,0.023605774573241048,0.14526287914280592,G2,0.028149999864860956,0.4094178539427356
0x3dce75,95.96115941381055,0.12080123097027438,0.14541202938124598,G2,0.028071125555408326,0.4260499460296106
0x41c012,197.23550555763882,0.058021825096856,0.13514256245362283,G2,0.028644998026989235,0.30503842960943794
0x3f52bb,98.56073863131283,0.009685111372423533,0.5012032542297046,G2,0.027048731079643597,0.6416405380492434
0x1e1392,182.96599999999998,0.0093,0.0,G3,0.03012360168710649,0.2662109019180334
0xb8dfe8,196.98,0.114,0.0,G3,0.030053544160715595,0.2754135624182258
0xfa18f4,172.48,0.0385,0.0,G3,0.030049518284098062,0.27594239604446696
0xd9414b,183.26,0.02,0.06,G3,0.029992525712058425,0.2834288620750703
0x8cd817,167.63373695723993,0.03546788177373635,0.048746323837602745,G3,0.029931467182608338,0.2914494266898543
0x4f4b21,193.06,0.2,0.0,G3,0.029931221537269414,0.2914816943243832
0x3b21c4,197.20617363870167,0.1907367202451684,0.014622225920704529,G3,0.029928537946984864,0.2918342070604523
0x827bf2,197.23550555763882,0.058021825096856,0.13514256245362283,G3,0.029828017540991673,0.30503842960943794
0x6067cc,125.44,0.005,0.0,G3,0.02981915051756899,0.3062031896346618
0xc60e85,175.52798750690937,0.08608734510016369,0.09042702248824923,G3,0.02981042197824254,0.3073497585790995
0x511338,51.00966978238364,0.12988636919695384,0.43046557688338294,G3,0.025451136746392957,0.8799794827342658
0x6946ff,57.494749878696254,0.08752141950823453,0.17057159865586288,G3,0.02780961945044789,0.5701724321699939
0xcd55fa,140.64312839228907,0.06801036157000939,0.6484715846847189,G3,0.026373946039496794,0.7587605207133596
0x330f8a,155.76439289519303,0.14074594065971585,0.1805211890993652,G3,0.029381174660997666,0.3637350969534793
0x7276b5,52.714431174739666,0.11637864368364156,0.22112562312662276,G3,0.02722069278720375,0.6475330302463052
0x253766,17.112586087039546,0.02410212747288079,0.3237531527619925,G3,0.01978276060084101,1.6245695923513788
0xd0db6b,38.82082387991997,0.03141547871232622,0.3048270455126124,G3,0.025745409688657177,0.8413241929808142
0xf6290e,162.40800543974245,0.13450188926231993,0.28013115005775585,G3,0.02909565996273437,0.40123991579723
0xde88b6,69.15353972204016,0.07185709342539713,0.33035122906555414,G3,0.02746840487835185,0.6149939099823502
0xf3bf3f,78.28821292657616,0.03576067189465071,0.20731075883626834,G3,0.028468610707263774,0.4836082452583157
0xc4325e,152.53527403082472,0.010216520884840583,0.19278505678970637,G3,0.02951483480147176,0.3461776843733106
0x5dc2d4,140.47651649979457,0.15012675669273084,0.29769162133187005,G3,0.028823119745552118,0.43704042461597664
0x7fba07,143.5254163388899,0.015292082428590828,0.18228744598450275,G3,0.029477416311918476,0.35109292579744344
0x3b012c,49.638518908805466,0.17573293139484888,0.27460891808358245,G3,0.026504199631854148,0.7416505876177075
0x465450,59.77749461455225,0.05096266755269068,0.3977518912671661,G3,0.02660526259281572,0.7283750957928291
0xf8a666,33.3989596163093,0.054226702087412676,0.26076339613194227,G3,0.025319474313317585,0.8972744792127508
0x123f82,4.516971059950933,0.11171951903396661,0.059085644793422654,G3,0.0,4.223205869491908
0x51bad9,235.46337123403532,0.1709038388091388,0.18533365200191096,G3,0.02967290502030369,0.3254137974072651
0x67c5cc,104.71929089586533,0.06543956645974763,0.13231152473440017,G3,0.029174759833199684,0.3908494653916612
0x1ecdda,90.09374336810366,0.13647243548693222,0.33582874318585265,G3,0.02791412867685214,0.5564442436471827
0x3095c0,112.47846928010964,0.10795181311370292,0.17825441547899962,G3,0.02905211812734397,0.4069595115251369
0x56c0af,65.88741011912333,0.011369760704850712,0.4314319730133371,G3,0.026751571944037742,0.7091561002521218
0x9b00d7,187.04453275090424,0.1367936349955463,0.12630451739276033,G3,0.029705125790634106,0.32118132124544624
0x432fe1,232.02379207328585,0.015036254375096758,0.09723733035687622,G3,0.03007263891568436,0.2729053016165031
0x73809b,12.251891988600576,0.15755479808533493,0.5524967923245381,G3,0.006822589393959893,3.32699989192856
0x48448e,160.24010713410766,0.14079815167530282,0.2911765526530035,G3,0.02902714761725344,0.4102396034541276
0x3e2f2e,200.13567947111005,0.13159567587934626,0.2830705775631075,G3,0.02929728521376972,0.3747546995880348
0x8221e5,182.96599999999998,0.0093,0.0,G4,0.034166057036324506,0.2662109019180334
0x9e76d4,232.02379207328585,0.015036254375096758,0.09723733035687622,G4,0.033815217681117636,0.2729053016165031
0x8953b3,196.98,0.114,0.0,G4,0.03368376502785462,0.2754135624182258
0xd1513f,172.48,0.0385,0.0,G4,0.033656049973958956,0.27594239604446696
0xbdf35e,183.26,0.02,0.06,G4,0.03326370009446859,0.2834288620750703
0x488853,167.63373695723993,0.03546788177373635,0.048746323837602745,G4,0.03284335923575216,0.2914494266898543
0x7466b0,193.06,0.2,0.0,G4,0.03284166815714884,0.2914816943243832
0x4c6c98,197.20617363870167,0.1907367202451684,0.014622225920704529,G4,0.032823193708864405,0.2918342070604523
0x8cc94d,197.23550555763882,0.058021825096856,0.13514256245362283,G4,0.03213118828137955,0.30503842960943794
0x7cb59b,125.44,0.005,0.0,G4,0.032070145667459485,0.3062031896346618
0xb53e81,106.32586268299221,0.03934002880726103,0.1678337516906275,G4,0.027279764657246856,0.3976089134064836
0x260dc3,58.46018512716792,0.09423864742997855,0.26942268204294006,G4,0.01481038180676522,0.6355384146311941
0xc9fbae,133.91590193495063,0.08823172916616115,0.11779122285581353,G4,0.029766130598873612,0.3501663241904093
0x1549f5,201.13108183179776,0.13362884036706058,0.20080702932516556,G4,0.030316074650984164,0.3396727884966917
0x8bc04e,166.32325732668158,0.10999555317105023,0.07172856234179255,G4,0.03179187963602134,0.3115128107170957
0x28b28f,121.3050791843084,0.050773076731188714,0.06644402241535054,G4,0.030332196590857872,0.33936516420133384
0xf27631,63.421819958475524,0.08780327976813086,0.17106203020391766,G4,0.019931514548826863,0.5378215850467053
0x4c230e,174.31680054182027,0.12876453156604484,0.45502584683321645,G4,0.02197673705685144,0.49879649639053
0xbd85de,182.7916016860922,0.10726176469418555,0.17436155612590962,G4,0.030552453507316876,0.3351624206571849
0xf0955c,69.74245435186856,0.03851826114739535,0.31260472674165973,G4,0.01732864051576099,0.5874872764336847
0xc8a1d3,66.98622316598434,0.11488129840426875,0.18884705886951436,G4,0.01985349401144766,0.5393103024729411
0x18c104,111.47372360948431,0.10398442746597655,0.07919408527434793,G4,0.028863304086027892,0.36739324427695796
0x37a448,82.47385487999145,0.15805017577493866,0.0725512845015022,G4,0.025263725268940312,0.4360771561303502
0xbfdd62,36.82889877614927,0.04399710610058971,0.2035797268920552,G4,0.007392577180919574,0.7770782627513947
0x7d9592,152.98674751186735,0.040175962501727336,0.07609027594600637,G4,0.031853767289672846,0.3103319264069551
0xf02577,110.36567263711963,0.12040474431377021,0.22418483059181085,G4,0.02529756807541291,0.4354313982640128
0x5de354,172.7197280060512,0.014736457237203113,0.06180494274476965,G4,0.03297764338811429,0.2888871377797282
0xb6788d,72.41327221451351,0.01788388476285377,0.6023899309449169,G4,0.0,0.918136743552907
0x3adb95,166.26386675131153,0.10415953174952464,0.29737983745795116,G4,0.02715711965291543,0.399949114606349
0xb0ba81,135.97655783284185,0.20369257102018473,0.12280296048986353,G4,0.02853258145071258,0.3737037948958488
0xab93de,225.84951013041984,0.19098242211020625,0.281416992874029,G4,0.028579199058918623,0.372814279801016
0x8ee579,113.6060503867955,0.18439211591791646,0.15084828490241978,G4,0.026593820136489688,0.4106974872074934
0x64a91b,92.1463595362396,0.03579229772972818,0.05982068825926928,G4,0.028206810866859763,0.3799198549414179
0x6dc47,150.13201829803734,0.12060617893571537,0.1166300101395623,G4,0.030272028024922883,0.3405132464323453
0x1bb6a7,129.0994373604105,0.03483589623141484,0.1903602326007223,G4,0.02854041607233502,0.3735543017222681
0x3ce7b3,114.16596010859477,0.20691899426477678,0.0318750428270787,G4,0.028804212163064873,0.3685207829792006
0x56c794,71.26217230439997,0.1432746146947058,0.3008303974268186,G4,0.016431614839411683,0.6046035101975157
0xcadacf,182.96599999999998,0.0093,0.0,G5,0.029061432773680583,0.2662109019180334
0x413c3b,232.02379207328585,0.015036254375096758,0.09723733035687622,G5,0.028990490268851355,0.2729053016165031
0xefea00,196.98,0.114,0.0,G5,0.028963909498049775,0.2754135624182258
0xf4baa5,172.48,0.0385,0.0,G5,0.028958305293972735,0.27594239604446696
0x86be3c,183.26,0.02,0.06,G5,0.028878969031357383,0.2834288620750703
0xb440a3,172.7197280060512,0.014736457237203113,0.06180494274476965,G5,0.02882112609278509,0.2888871377797282
0x16e05c,167.63373695723993,0.03546788177373635,0.048746323837602745,G5,0.028793972770371126,0.2914494266898543
0xa285fd,193.06,0.2,0.0,G5,0.028793630820842936,0.2914816943243832
0xf58775,197.20617363870167,0.1907367202451684,0.014622225920704529,G5,0.02878989514063151,0.2918342070604523
0xe83a26,197.23550555763882,0.058021825096856,0.13514256245362283,G5,0.028649966145629646,0.30503842960943794
0xfba2af,121.14736200419959,0.09666451310662627,0.1993296867118012,G5,0.02763505263113596,0.4008094591460201
0x3047b6,42.614742151681156,0.1215174193807006,0.16604789974267523,G5,0.02444194188509953,0.7021233141741421
0xb22354,159.72595788109714,0.14829932378497862,0.08538624773723061,G5,0.02841220885913743,0.3274740950942385
0x89ac1d,203.94772345518794,0.011623740548852346,0.12626898328255767,G5,0.02879151285527326,0.29168155346531904
0xa4690f,122.36050979415326,0.19632450514698152,0.2544671185414827,G5,0.027112556027542117,0.450114189983616
0x83c8f2,129.7862245980277,0.09199585211359082,0.09852996994084144,G5,0.028189865157499057,0.3484552771484597
0x1566ad,197.78808862110213,0.008905886604114205,0.350049422357723,G5,0.027803208264121707,0.38494166562131255
0x9c3e3e,117.13489195987778,0.011655753964698201,0.15634061130449126,G5,0.02795744902688059,0.3703869312178644
0x4f706c,137.91435961830314,0.031511756658079024,0.04908491573095264,G5,0.028564981823412713,0.3130578676373618
0x9cbb6,144.16603706565988,0.05043092474772253,0.1465535719608764,G5,0.028243593221629504,0.34338529636359705
0xf97226,136.16544160041303,0.20375821023027013,0.326927093110596,G5,0.026864192507181216,0.4735506993064421
0x72aec5,109.28283252484329,0.002805260652526023,0.02015518266445257,G5,0.028373461189668887,0.33113046989283096
0x4858b6,127.6321407915362,0.039169442802575276,0.1398137073634545,G5,0.02811100044426006,0.3558972460188554
0xd439cc,81.57068123449635,0.03379673463770776,0.13385400613016282,G5,0.027264505665992873,0.4357756546263442
0x5ec27d,179.17864234842222,0.14947507362442963,0.11971634088905204,G5,0.028428500125771222,0.3259367903331018
0x613bd7,107.24477470039207,0.1404198766938775,0.2466275285257361,G5,0.027028153974445693,0.4580786829227786
0xf316a4,103.78671449268394,0.28600646702986543,0.44493974460215524,G5,0.02488573624560066,0.6602452209171755
0x714f03,82.91668090228751,0.19088033892787418,0.2172113884673121,G5,0.02640445376574347,0.5169333638946759
0xf76e87,70.93046055052449,0.10466222224177263,0.12773616667072318,G5,0.026734636575286203,0.4857760808812913
0x28bdc9,6.009844259187176,0.03621206968986003,0.031046397633641615,G5,0.0,3.008556231640088
0x1bab21,121.04595581238321,0.04574375186082133,0.3144881122016401,G5,0.02712462286379046,0.4489755182502617
0xcd27c4,82.06872475743886,0.1415143613323077,0.03339259544030124,G5,0.02746436392023844,0.4169162833625473
0xff9967,160.54831172881032,0.1158816432405846,0.33457727525133496,G5,0.027348248077566244,0.4278734079248027
0x387c5a,136.1689915472537,0.005656538007288214,0.48816847236180294,G5,0.026129409816904006,0.5428875380898079
0x612865,123.26177639949215,0.10374991385943749,0.1979538493362453,G5,0.027656535329812475,0.3987822714693436
0x3aa,84.66342093095831,0.009707440426324196,0.3190676009647631,G5,0.0263149324658542,0.5253809280796158
0x7e0e63,106.92530743562588,0.06185687263139497,0.0773931566533088,G5,0.028013179443979783,0.3651280009288583
0x979b48,182.96599999999998,0.0093,0.0,G6,0.029541567846732203,0.2662109019180334
0xfd42a6,232.02379207328585,0.015036254375096758,0.09723733035687622,G6,0.029443538032680187,0.2729053016165031
0x2034ee,196.98,0.114,0.0,G6,0.029406808176223747,0.2754135624182258
0x2c1a24,172.48,0.0385,0.0,G6,0.02939906417162588,0.27594239604446696
0x172b9c,183.26,0.02,0.06,G6,0.02928943569021708,0.2834288620750703
0x58708e,172.7197280060512,0.014736457237203113,0.06180494274476965,G6,0.02920950712657088,0.2888871377797282
0x7c6593,167.63373695723993,0.03546788177373635,0.048746323837602745,G6,0.02917198610650621,0.2914494266898543
0x57d117,193.06,0.2,0.0,G6,0.029171513593606584,0.2914816943243832
0x3ca12,203.94772345518794,0.011623740548852346,0.12626898328255767,G6,0.029168586945168336,0.29168155346531904
0xbf35b6,197.20617363870167,0.1907367202451684,0.014622225920704529,G6,0.02916635155376368,0.2918342070604523
0xd424be,126.19975666796059,0.0451507823153527,0.24494796527146517,G6,0.027522669229119005,0.4040803289662101
0x24c860,185.75474089853896,0.047021580336725266,0.15876460429107925,G6,0.02879606526354566,0.31712084514657257
0xc19d1a,175.2631206887658,0.1248947775199729,0.024016285839466134,G6,0.02912640469411128,0.29456215516275064
0xcb34fb,114.20499182543045,0.05133279984886687,0.07150149589722057,G6,0.028310256270895638,0.3502964622316416
0xd15e8e,169.9364534384447,0.17271723171784625,0.054211231123445114,G6,0.02882625020157614,0.31505953306510376
0x4b9910,60.43828815777715,0.08032329347080872,0.25983755997084085,G6,0.02449319560249436,0.6109613429589217
0x132b47,56.7150298743052,0.12334422788050184,0.23812163709289097,G6,0.024163996439459642,0.6334421647279675
0xa8631a,211.12082799319603,0.14892094462382394,0.07507891082858714,G6,0.029112725373305788,0.2954963081238787
0x32f3ea,162.14450104497882,0.16752091485978343,0.26966296218661073,G6,0.02752852326391813,0.4036805602920259
0x7ef942,156.03710293801743,0.26004128265293075,0.3817088155379364,G6,0.026120730202698124,0.4998179398808346
0xde3ad8,207.12328280527453,0.25622588699850063,0.11821618587490547,G6,0.028595410548411623,0.330823440397616
0x7daa27,101.79518691258767,0.01833538478195665,0.22694884564273946,G6,0.027153927056795802,0.42926152012815294
0x2098f3,101.56904165789453,0.099623662014215,0.014365671328163021,G6,0.028177735986002976,0.35934619637431586
0x266426,65.68658797168871,0.16452533070706604,0.1476120458990353,G6,0.025586703320657277,0.5362863289385964
0xb42ba2,193.6888895559034,0.014461678098609432,0.3543681775547307,G6,0.027715014415233035,0.3909451866793888
0xde7751,14.483635044455653,0.1946170017530916,0.4008415691328392,G6,0.0,2.2835876030566413
0xf3cf78,120.07859767333866,0.1021250506244027,0.08131215732376718,G6,0.028228108520433354,0.3559062849293859
0x44917,68.3435173151451,0.0007519367184201514,0.08855466792761263,G6,0.02684585814483093,0.4502993691877384
0x792ae5,95.74408883589761,0.06843179004140017,0.028202185728597923,G6,0.02804961724019955,0.3680953519405977
0x67dc09,43.30251094039831,0.08362585841031162,0.3447865335250557,G6,0.02105807926425411,0.8455434647481352
0x3a0d31,75.9251396122191,0.08443828196054329,0.05547461252210206,G6,0.027144342834006515,0.4299160211977624
0x8d2c72,205.00284265046304,0.08566221743010574,0.03692253673410764,G6,0.02938141521152084,0.27714763339341103
0xca8737,67.54306767184845,0.009374685745606862,0.07966508845620114,G6,0.02683024881629946,0.4513653212679794
0x3f97e,123.53030034934422,0.08029816367644974,0.08309451951820924,G6,0.028344242104864064,0.34797558914960397
0xa98931,139.57998078859316,0.07923766171383623,0.3000361748357895,G6,0.02724780114250932,0.4228509127310886
0x83ce80,51.064068389353544,0.1534261389164708,0.12638402391241327,G6,0.024537393256338677,0.6079431105626889
0x6623b0,178.13347274016314,0.160311958278686,0.2094062650631226,G6,0.028134926353423725,0.3622696415955633
0xa4834b,182.96599999999998,0.0093,0.0,G7,0.028388936433341085,0.2662109019180334
0xfa8864,232.02379207328585,0.015036254375096758,0.09723733035687622,G7,0.028372848792221968,0.2729053016165031
0x67af32,196.98,0.114,0.0,G7,0.02836682106734315,0.2754135624182258
0x369e90,172.48,0.0385,0.0,G7,0.028365550201250013,0.27594239604446696
0xe6a5f9,205.00284265046304,0.08566221743010574,0.03692253673410764,G7,0.028362653836108028,0.27714763339341103
0x688f5,183.26,0.02,0.06,G7,0.028347559106577505,0.2834288620750703
0x7fb91,172.7197280060512,0.014736457237203113,0.06180494274476965,G7,0.028334442055815538,0.2888871377797282
0x9950f5,167.63373695723993,0.03546788177373635,0.048746323837602745,G7,0.028328284493332526,0.2914494266898543
0x1cd065,193.06,0.2,0.0,G7,0.028328206949393194,0.2914816943243832
0xb262c4,203.94772345518794,0.011623740548852346,0.12626898328255767,G7,0.028327726658063344,0.29168155346531904
0x6b02da,62.86827439426183,0.05475870858490941,0.27715327561155756,G7,0.027583472511309135,0.6013810736576763
0x1842e3,148.58807789921474,0.18853409835964255,0.12953965153573183,G7,0.02816293304218645,0.3602555802146699
0xe73506,77.55405031891553,0.12400631535336229,0.46339974736234535,G7,0.027296304392154108,0.7208776583992149
0xe90cca,43.087327949073384,0.08566007071455148,0.2679201088871152,G7,0.027180911482773077,0.7688950309926492
0x30f638,167.30402266101584,0.08286207058458253,0.17639173163896676,G7,0.028207605852237538,0.3416663014060745
0x59446b,119.20052351944535,0.23953681443817856,0.3174550978940047,G7,0.027815668035857763,0.5047597207809276
0x33af4f,103.07125323718824,0.021092494561577885,0.20151120612294574,G7,0.028031570584481635,0.4149182116556821
0x2c439b,217.5128389673085,0.06410223215005298,0.10941023834344232,G7,0.028333888841099848,0.2891173418474645
0xecd11f,10.390481587720942,0.24769847043627768,0.06757882831613957,G7,0.02391485638776732,2.127968003923145
