,0,1,2,3,Mothes,Fathers,Generation,Fitness,Results
0x164a8,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xb81e62,20.0,0.02,0.01,88.2,0.0,0.0,G0,0.0021296789406888995,0.1745270265922333
0x3d351b,20.0,0.02,0.01,107.8,0.0,0.0,G0,0.0024912974335188297,0.1497627786908727
0x1f1425,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0xe5733d,18.0,0.02,0.02,98.0,0.0,0.0,G0,0.001964580361319115,0.1858332574093576
0x5602cd,22.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x53cffe,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0xbcdaa3,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x49afd7,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x338e1f,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0xc085b7,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x8ba38c,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x115355,20.0,0.02,0.02,88.2,0.0,0.0,G0,0.0018954176664758968,0.1905696360918193
0x47db23,20.0,0.02,0.02,107.8,0.0,0.0,G0,0.002290276307731971,0.16352904643188002
0xdbd18b,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x3dbd80,9.0,0.02,0.02,98.0,0.0,0.0,G0,0.0018221332115525982,0.195588279897434
0x283fce,11.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020116539864510705,0.1826095756964544
0x4e5152,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x58c9f0,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xcee7d5,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xc0c2aa,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x73ed4f,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x91259b,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x6cac17,10.0,0.02,0.02,88.2,0.0,0.0,G0,0.0017929702525540459,0.19758540880675945
0x494bb,10.0,0.02,0.02,107.8,0.0,0.0,G0,0.0021739148129029436,0.17149767901360516
0x2a950,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x6e02c4,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.0005878588943975154,0.2801134791733632
0x3d8029,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x882f43,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.0010925723841668006,0.2455498431104099
0x2e3803,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0005860743751354988,0.2802356860799943
0x8d3d6e,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x2e55a9,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x586eb,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x6d2a2d,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x979a81,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0005324932584227704,0.28390501185678685
0x37b03b,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0011207419927255833,0.2436207405244919
0x9b85e1,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x164a39,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.001598516577597294,0.2109019263727578
0xcf8211,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xc338c9,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.001873622265939525,0.1920622220980499
0xf7ed37,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0017309574279374346,0.2018321522458225
0x90638,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xc4d7b9,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x3bfa90,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xde3476,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xdcc3e8,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0015607705114807293,0.2134868410193972
0x616b4e,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.002003113403558012,0.183194449302698
0xf157ba,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xed505,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.0005878588943975154,0.2801134791733632
0x2c67d7,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xdd9c8a,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.0010925723841668006,0.2455498431104099
0x479302,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0005860743751354988,0.2802356860799943
0xcb5418,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xb49c7d,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x77a240,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x96aff8,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x3b0544,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0005324932584227704,0.28390501185678685
0x371471,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0011207419927255833,0.2436207405244919
0xb69045,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xbb747a,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.001598516577597294,0.2109019263727578
0x59b7b1,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x2984ca,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.001873622265939525,0.1920622220980499
0xac7831,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0017309574279374346,0.2018321522458225
0x8cba6f,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x8a3df9,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x5f2d90,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x525680,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x621d69,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0015607705114807293,0.2134868410193972
0xb9cd88,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.002003113403558012,0.183194449302698
0x3cd46,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x7f571,18.0,0.05,0.01,98.0,0.0,0.0,G0,0.002079997232473731,0.1779293142594797
0x19f017,22.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x4c208c,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x1364b7,20.0,0.06,0.01,98.0,0.0,0.0,G0,0.0022292547247199338,0.16770790796414753
0x6e19fc,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x7a75ca,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x55e487,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x8cec32,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x940039,20.0,0.05,0.01,88.2,0.0,0.0,G0,0.002049732889218425,0.18000186783128705
0x6af171,20.0,0.05,0.01,107.8,0.0,0.0,G0,0.002422695205844628,0.15446077563072635
0x874780,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x18049a,18.0,0.1,0.01,98.0,0.0,0.0,G0,0.0019371511678160183,0.1877116551160936
0xf67309,22.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x93a9c7,20.0,0.09,0.01,98.0,0.0,0.0,G0,0.0021490788802789726,0.17319848581568087
0x6c854a,20.0,0.11,0.01,98.0,0.0,0.0,G0,0.0020926467171061883,0.17706305609106804
0x857dc3,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0xb51674,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x3b9480,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0xd40288,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x7bacbf,20.0,0.1,0.01,88.2,0.0,0.0,G0,0.0019047284630749812,0.18993201694426284
0x92aba0,20.0,0.1,0.01,107.8,0.0,0.0,G0,0.0022982659629603402,0.16298190128680362
0x73276f,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0xaafc60,18.0,0.3,0.01,98.0,0.0,0.0,G0,0.0011644168530617859,0.2406298119910563
0x624b1,22.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x6750d7,20.0,0.27,0.01,98.0,0.0,0.0,G0,0.0015308296699647534,0.21553724064325072
0x731f81,20.0,0.33,0.01,98.0,0.0,0.0,G0,0.0012516178158627404,0.23465814211560065
0xea0658,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x168490,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x7d38a5,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x84dab,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x32fc23,20.0,0.3,0.01,88.2,0.0,0.0,G0,0.001119420977550801,0.2437112058848604
0x9f3411,20.0,0.3,0.01,107.8,0.0,0.0,G0,0.0016243884927755754,0.2091301737277423
0x5a5079,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x413b35,9.0,0.05,0.01,98.0,0.0,0.0,G0,0.001839728124389298,0.1943833504153132
0x83176f,11.0,0.05,0.01,98.0,0.0,0.0,G0,0.0020505511742873474,0.17994583028148642
0xa74e27,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x37729,10.0,0.06,0.02,98.0,0.0,0.0,G0,0.0018900049929044863,0.19094030516098826
0x72316f,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x79dff8,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x4464c3,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x418b50,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x10d5b1,10.0,0.05,0.02,88.2,0.0,0.0,G0,0.0017029467553676576,0.20375037062556675
0x89d1d4,10.0,0.05,0.02,107.8,0.0,0.0,G0,0.0020957773587387406,0.1768486644407071
0x59e2c,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x95bb40,9.0,0.1,0.01,98.0,0.0,0.0,G0,0.0016845518119914743,0.205010087556342
0x4363be,11.0,0.1,0.01,98.0,0.0,0.0,G0,0.0019062852560451447,0.18982540512045226
0xe85ecb,10.0,0.09,0.02,98.0,0.0,0.0,G0,0.0017992328211985328,0.19715653748107675
0xff35fe,10.0,0.11,0.02,98.0,0.0,0.0,G0,0.0017353616723685792,0.2015305421150531
0xa5fc88,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0xde068d,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x356b17,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0xff7aea,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0xe8e975,10.0,0.1,0.02,88.2,0.0,0.0,G0,0.0015397389300781247,0.2149271193954721
0x18884,10.0,0.1,0.02,107.8,0.0,0.0,G0,0.0019541182989779708,0.1865497171881373
0x615a61,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xf25199,9.0,0.2,0.01,98.0,0.0,0.0,G0,0.0013170507185711487,0.2301771859263974
0xf14a0a,11.0,0.2,0.01,98.0,0.0,0.0,G0,0.0015643674852015609,0.2132405141564642
0xd2041a,10.0,0.18,0.02,98.0,0.0,0.0,G0,0.0014876158957995754,0.218496593213428
0x9ab0d8,10.0,0.22,0.02,98.0,0.0,0.0,G0,0.0013263719007912008,0.2295388555538971
0x9f1222,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0x1fc304,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xea73fb,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xc8dfb1,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xcce67e,10.0,0.2,0.02,88.2,0.0,0.0,G0,0.0011529870841883007,0.241412541954956
0x472e33,10.0,0.2,0.02,107.8,0.0,0.0,G0,0.0016184303333286409,0.20953819859512407
0xb89e8b,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x6d6857,9.0,0.3,0.01,98.0,0.0,0.0,G0,0.0008466939485291215,0.2623880155337264
0xcd5428,11.0,0.3,0.01,98.0,0.0,0.0,G0,0.0011262292030791506,0.2432449670500237
0xed76a2,10.0,0.27,0.02,98.0,0.0,0.0,G0,0.0011003527910547967,0.24501702764668745
0x40706f,10.0,0.33,0.02,98.0,0.0,0.0,G0,0.0007853516244996934,0.2665888419550256
0x8e55bf,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x9caf76,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x116bf1,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0xee589e,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x24022e,10.0,0.3,0.02,88.2,0.0,0.0,G0,0.0006575195322096303,0.2753430005115946
0xef7bd1,10.0,0.3,0.02,107.8,0.0,0.0,G0,0.001188380686929914,0.2389887279913604
0xfc83ae,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x1d7bb3,18.0,0.05,0.01,196.0,0.0,0.0,G0,0.003020256624101994,0.11353875590157048
0x18cbf3,22.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xea7b8b,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x2e85db,20.0,0.06,0.01,196.0,0.0,0.0,G0,0.003162089255915859,0.10382581664546656
0x1520c,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x825a16,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x1a88b3,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x363b50,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xdcebae,20.0,0.05,0.01,184.4020456,0.0,0.0,G0,0.003119885590398743,0.10671599526170092
0xd8ce7f,20.0,0.05,0.01,225.38027799999998,0.0,0.0,G0,0.003298273577708867,0.0944996832423643
0x95fc3e,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x74069e,18.0,0.1,0.01,196.0,0.0,0.0,G0,0.0029291048960454246,0.11978098088449438
0x1695c1,22.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0xa6cd33,20.0,0.09,0.01,196.0,0.0,0.0,G0,0.0031124534180750917,0.10722496303165148
0x87b873,20.0,0.11,0.01,196.0,0.0,0.0,G0,0.003077516989032419,0.10961746896471483
0xaecd5c,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x7677e6,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x451925,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x1d8d88,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0xa07677,20.0,0.1,0.01,184.4020456,0.0,0.0,G0,0.0030339181955061894,0.11260318831395055
0x8eefee,20.0,0.1,0.01,225.38027799999998,0.0,0.0,G0,0.0032221472991074704,0.09971293995481798
0x8228c7,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0xa0a552,18.0,0.2,0.01,196.0,0.0,0.0,G0,0.0027130182425409767,0.13457896152337795
0x41591b,22.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x2f2bbb,20.0,0.18,0.01,196.0,0.0,0.0,G0,0.0029419217581112544,0.11890326042547728
0x17c106,20.0,0.22,0.01,196.0,0.0,0.0,G0,0.00285359978515261,0.12495169897840767
0xcd8cb5,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x9513bb,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x91b039,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0xd98407,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x5954c1,20.0,0.2,0.01,184.4020456,0.0,0.0,G0,0.0028299991163610763,0.12656791281752214
0x801c1d,20.0,0.2,0.01,225.38027799999998,0.0,0.0,G0,0.0030415718536081233,0.1120790528221363
0xbba6ca,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x293f1d,18.0,0.3,0.01,196.0,0.0,0.0,G0,0.002436014181315297,0.15354866959387356
0x4d59d9,22.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x5f03c0,20.0,0.27,0.01,196.0,0.0,0.0,G0,0.0027297032548269096,0.13343634357468687
0x48a720,20.0,0.33,0.01,196.0,0.0,0.0,G0,0.0025568467740494276,0.14527384864206055
0x8bd035,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0xb7bf74,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x81d8c,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0xed3aaf,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x393ce,20.0,0.3,0.01,184.4020456,0.0,0.0,G0,0.0025683404161537795,0.14448674453094545
0xc1feb6,20.0,0.3,0.01,225.38027799999998,0.0,0.0,G0,0.0028098665293354056,0.12794662653345454
0x7a80bb,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
0x6eb961,18.0,0.4,0.01,196.0,0.0,0.0,G0,0.0020681058711847604,0.1787436548551173
0xea652d,22.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
0x58c078,20.0,0.36,0.01,196.0,0.0,0.0,G0,0.0024583837854520634,0.1520167611509093
0xbb3dd3,20.0,0.44,0.01,196.0,0.0,0.0,G0,0.0021448173588276254,0.17349032203465367
0x24545b,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
0xe6c33e,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
