,0,1,2,3,Mothes,Fathers,Generation,Fitness,Results
0x8a41b6,20.0,0.02,0.01,184.4020456,0.0,0.0,G0,0.0031672824455131095,0.10347017821121876
0x9530c9,20.0,0.02,0.01,225.38027799999998,0.0,0.0,G0,0.0033402446785172134,0.0916254310519496
0xcae060,30.0,0.02,0.01,196.0,0.0,0.0,G0,0.003223573537025522,0.09961526876247227
0x763040,27.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0xb968a6,33.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0x51d2a6,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0xa9a574,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0x12341e,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0xbfce89,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0xea1e8a,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0x4f159f,30.0,0.02,0.01,204.8911618,0.0,0.0,G0,0.0032624117304602073,0.09695556338421367
0xee536d,30.0,0.02,0.01,184.4020456,0.0,0.0,G0,0.0031672824455131095,0.10347017821121876
0x30dab2,30.0,0.02,0.01,225.38027799999998,0.0,0.0,G0,0.0033402446785172134,0.0916254310519496
0x6285f1,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x49eefc,9.0,0.02,0.01,98.0,0.0,0.0,G0,0.0019253449759727306,0.18852016316359466
0xd69785,11.0,0.02,0.01,98.0,0.0,0.0,G0,0.002130120929674438,0.1744967584366368
0x31eb5b,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x4a5d4f,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x118800,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x4ee92e,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xa3f88b,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xaa6710,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x1eeba3,10.0,0.02,0.02,88.2,0.0,0.0,G0,0.0017929702525540459,0.19758540880675945
0xec15d2,10.0,0.02,0.02,107.8,0.0,0.0,G0,0.0021739148129029436,0.17149767901360516
0x84d978,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xaa30a4,18.0,0.02,0.01,98.0,0.0,0.0,G0,0.002158775091354502,0.17253447283089346
0xd56a06,22.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x8ec089,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x3e9312,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xda3542,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x73c45d,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x4e3a06,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xaed95a,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x12194d,20.0,0.02,0.01,88.2,0.0,0.0,G0,0.0021296789406888995,0.1745270265922333
0x7e0cfd,20.0,0.02,0.01,107.8,0.0,0.0,G0,0.0024912974335188297,0.1497627786908727
0xd561fc,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x134abc,18.0,0.02,0.01,98.0,0.0,0.0,G0,0.002158775091354502,0.17253447283089346
0xf54815,22.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xa8e5d2,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x302c1f,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x2d73b9,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x6bd8d4,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0xb3e26a,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x7f080f,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0023285691389064505,0.16090668838644748
0x1a9aa0,20.0,0.02,0.01,88.2,0.0,0.0,G0,0.0021296789406888995,0.1745270265922333
0x84bbdc,20.0,0.02,0.01,107.8,0.0,0.0,G0,0.0024912974335188297,0.1497627786908727
0x35c205,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x36950b,18.0,0.02,0.02,98.0,0.0,0.0,G0,0.001964580361319115,0.1858332574093576
0xa98db7,22.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x7c1359,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x68dce9,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x518a31,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0xd090b,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x5acb56,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x2634bd,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021125899488244884,0.17569730974783962
0x26c346,20.0,0.02,0.02,88.2,0.0,0.0,G0,0.0018954176664758968,0.1905696360918193
0x896d9a,20.0,0.02,0.02,107.8,0.0,0.0,G0,0.002290276307731971,0.16352904643188002
0x9f4cb1,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x791a5b,9.0,0.02,0.02,98.0,0.0,0.0,G0,0.0018221332115525982,0.195588279897434
0x1c6065,11.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020116539864510705,0.1826095756964544
0xd4b837,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xadda0a,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x11b3ef,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xbe6e21,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xa54872,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0xd6b6bb,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.0020024897880431217,0.18323715555116726
0x6c5393,10.0,0.02,0.02,88.2,0.0,0.0,G0,0.0017929702525540459,0.19758540880675945
0xc9bd1,10.0,0.02,0.02,107.8,0.0,0.0,G0,0.0021739148129029436,0.17149767901360516
0xbbd0ce,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x1d0fc,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.0005878588943975154,0.2801134791733632
0x868600,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xfe1886,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.0010925723841668006,0.2455498431104099
0xc8f469,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0005860743751354988,0.2802356860799943
0x2e5a5f,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x913340,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x4c78be,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xec6988,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xea4cd,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0005324932584227704,0.28390501185678685
0x38b148,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0011207419927255833,0.2436207405244919
0xebc698,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x2a1f3d,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.001598516577597294,0.2109019263727578
0x1c5e55,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xa7c5a9,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.001873622265939525,0.1920622220980499
0x8819a0,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0017309574279374346,0.2018321522458225
0x1e5f49,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x4eb558,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xb91750,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x4543a,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xb3d23f,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0015607705114807293,0.2134868410193972
0x85fb93,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.002003113403558012,0.183194449302698
0xa249fa,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x226539,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.0005878588943975154,0.2801134791733632
0xc4dc44,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x71dfb9,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.0010925723841668006,0.2455498431104099
0x7e508,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0005860743751354988,0.2802356860799943
0x8295de,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x29c,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x802ce5,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0x489c69,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.000856030106472558,0.26174865959828136
0xceaace,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0005324932584227704,0.28390501185678685
0xb0d1cf,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0011207419927255833,0.2436207405244919
0x3f2ac9,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x18e372,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.001598516577597294,0.2109019263727578
0xbc26b6,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x55dc89,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.001873622265939525,0.1920622220980499
0xb439e0,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0017309574279374346,0.2018321522458225
0x89e35e,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0xb80e54,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x31dd35,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x45c700,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0018040591353475184,0.19682602329995733
0x58a440,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0015607705114807293,0.2134868410193972
0x3ef6cb,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.002003113403558012,0.183194449302698
0xae79a,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x334d5a,18.0,0.05,0.01,98.0,0.0,0.0,G0,0.002079997232473731,0.1779293142594797
0xe72982,22.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x63f5aa,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x79d2d7,20.0,0.06,0.01,98.0,0.0,0.0,G0,0.0022292547247199338,0.16770790796414753
0xf014be,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x9c1ddf,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0xb11619,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0x3a62ac,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0022548621913759588,0.16595426520259254
0xbd3486,20.0,0.05,0.01,88.2,0.0,0.0,G0,0.002049732889218425,0.18000186783128705
0xa43802,20.0,0.05,0.01,107.8,0.0,0.0,G0,0.002422695205844628,0.15446077563072635
0x5a869d,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x728d1e,18.0,0.1,0.01,98.0,0.0,0.0,G0,0.0019371511678160183,0.1877116551160936
0x69efbc,22.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0xbaeb28,20.0,0.09,0.01,98.0,0.0,0.0,G0,0.0021490788802789726,0.17319848581568087
0xa4b32a,20.0,0.11,0.01,98.0,0.0,0.0,G0,0.0020926467171061883,0.17706305609106804
0xd57bc7,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x39e13b,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0xdf9e7c,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0x7ff0f3,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.0021211741175704486,0.1751094513084427
0xaaffef,20.0,0.1,0.01,88.2,0.0,0.0,G0,0.0019047284630749812,0.18993201694426284
0xdc1d6a,20.0,0.1,0.01,107.8,0.0,0.0,G0,0.0022982659629603402,0.16298190128680362
0x7e54db,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0xdd7a05,18.0,0.3,0.01,98.0,0.0,0.0,G0,0.0011644168530617859,0.2406298119910563
0xc5e062,22.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x703024,20.0,0.27,0.01,98.0,0.0,0.0,G0,0.0015308296699647534,0.21553724064325072
0x246706,20.0,0.33,0.01,98.0,0.0,0.0,G0,0.0012516178158627404,0.23465814211560065
0x85a2a1,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x8cb0c8,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x67806f,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0xdd5bbd,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0013971531488524316,0.22469163560107133
0x28d670,20.0,0.3,0.01,88.2,0.0,0.0,G0,0.001119420977550801,0.2437112058848604
0x5461aa,20.0,0.3,0.01,107.8,0.0,0.0,G0,0.0016243884927755754,0.2091301737277423
0x5919dd,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x87d1b7,9.0,0.05,0.01,98.0,0.0,0.0,G0,0.001839728124389298,0.1943833504153132
0x59433a,11.0,0.05,0.01,98.0,0.0,0.0,G0,0.0020505511742873474,0.17994583028148642
0xb2ce07,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x31d109,10.0,0.06,0.02,98.0,0.0,0.0,G0,0.0018900049929044863,0.19094030516098826
0x5a3ef5,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x62293a,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x7addba,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0xb28c95,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019190036153706486,0.18895443029620984
0x4e2bca,10.0,0.05,0.02,88.2,0.0,0.0,G0,0.0017029467553676576,0.20375037062556675
0xfa45bb,10.0,0.05,0.02,107.8,0.0,0.0,G0,0.0020957773587387406,0.1768486644407071
0xd1baf0,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x7adb27,9.0,0.1,0.01,98.0,0.0,0.0,G0,0.0016845518119914743,0.205010087556342
0xf0ed0c,11.0,0.1,0.01,98.0,0.0,0.0,G0,0.0019062852560451447,0.18982540512045226
0x2819a1,10.0,0.09,0.02,98.0,0.0,0.0,G0,0.0017992328211985328,0.19715653748107675
0xb7113a,10.0,0.11,0.02,98.0,0.0,0.0,G0,0.0017353616723685792,0.2015305421150531
0xa2fb9,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x656f8d,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0xacb37,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x514cae,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017676476126660455,0.19931954614801056
0x1038e1,10.0,0.1,0.02,88.2,0.0,0.0,G0,0.0015397389300781247,0.2149271193954721
0x79697b,10.0,0.1,0.02,107.8,0.0,0.0,G0,0.0019541182989779708,0.1865497171881373
0x209344,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xbe2fb7,9.0,0.2,0.01,98.0,0.0,0.0,G0,0.0013170507185711487,0.2301771859263974
0xc1da42,11.0,0.2,0.01,98.0,0.0,0.0,G0,0.0015643674852015609,0.2132405141564642
0x15e259,10.0,0.18,0.02,98.0,0.0,0.0,G0,0.0014876158957995754,0.218496593213428
0x207db1,10.0,0.22,0.02,98.0,0.0,0.0,G0,0.0013263719007912008,0.2295388555538971
0x22a372,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0x748b2c,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xe014a6,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xa283d7,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014089809045675563,0.2238816508230422
0xd85cbf,10.0,0.2,0.02,88.2,0.0,0.0,G0,0.0011529870841883007,0.241412541954956
0xa0e1d2,10.0,0.2,0.02,107.8,0.0,0.0,G0,0.0016184303333286409,0.20953819859512407
0xa8052e,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0xe78dc5,9.0,0.3,0.01,98.0,0.0,0.0,G0,0.0008466939485291215,0.2623880155337264
0x3909b5,11.0,0.3,0.01,98.0,0.0,0.0,G0,0.0011262292030791506,0.2432449670500237
0xf4a411,10.0,0.27,0.02,98.0,0.0,0.0,G0,0.0011003527910547967,0.24501702764668745
0xe59e1,10.0,0.33,0.02,98.0,0.0,0.0,G0,0.0007853516244996934,0.2665888419550256
0x58f646,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x3954ec,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0xd39940,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0x3c4449,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009494932053454775,0.2553481480204432
0xb74477,10.0,0.3,0.02,88.2,0.0,0.0,G0,0.0006575195322096303,0.2753430005115946
0x4c3913,10.0,0.3,0.02,107.8,0.0,0.0,G0,0.001188380686929914,0.2389887279913604
0x873bf8,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xb00183,18.0,0.05,0.01,196.0,0.0,0.0,G0,0.003020256624101994,0.11353875590157048
0xec3f41,22.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x54160e,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xe5b4c8,20.0,0.06,0.01,196.0,0.0,0.0,G0,0.003162089255915859,0.10382581664546656
0x771528,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xda7b7,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x990f56,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0x16e767,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.0031779425103631784,0.10274015888470207
0xe098df,20.0,0.05,0.01,184.4020456,0.0,0.0,G0,0.003119885590398743,0.10671599526170092
0x7a774b,20.0,0.05,0.01,225.38027799999998,0.0,0.0,G0,0.003298273577708867,0.0944996832423643
0xeed5e6,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x20da75,18.0,0.1,0.01,196.0,0.0,0.0,G0,0.0029291048960454246,0.11978098088449438
0x78233d,22.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0xab960f,20.0,0.09,0.01,196.0,0.0,0.0,G0,0.0031124534180750917,0.10722496303165148
0x5f616c,20.0,0.11,0.01,196.0,0.0,0.0,G0,0.003077516989032419,0.10961746896471483
0xd074d,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0xc28c75,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x33f73d,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0xe0f377,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.003095177937081495,0.10840801727921694
0x2526d5,20.0,0.1,0.01,184.4020456,0.0,0.0,G0,0.0030339181955061894,0.11260318831395055
0x54a8d0,20.0,0.1,0.01,225.38027799999998,0.0,0.0,G0,0.0032221472991074704,0.09971293995481798
0x72dd2f,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x200336,18.0,0.2,0.01,196.0,0.0,0.0,G0,0.0027130182425409767,0.13457896152337795
0x2df366,22.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0xf287bb,20.0,0.18,0.01,196.0,0.0,0.0,G0,0.0029419217581112544,0.11890326042547728
0x283b90,20.0,0.22,0.01,196.0,0.0,0.0,G0,0.00285359978515261,0.12495169897840767
0x6fec33,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x19ab31,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x308f3d,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0xcdb48a,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0028988561154125554,0.12185246870151414
0x790eab,20.0,0.2,0.01,184.4020456,0.0,0.0,G0,0.0028299991163610763,0.12656791281752214
0x82f469,20.0,0.2,0.01,225.38027799999998,0.0,0.0,G0,0.0030415718536081233,0.1120790528221363
0x59e3d2,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x36a97f,18.0,0.3,0.01,196.0,0.0,0.0,G0,0.002436014181315297,0.15354866959387356
0xd9118e,22.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x37c4cc,20.0,0.27,0.01,196.0,0.0,0.0,G0,0.0027297032548269096,0.13343634357468687
0x435595,20.0,0.33,0.01,196.0,0.0,0.0,G0,0.0025568467740494276,0.14527384864206055
0x64ec8d,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x89cd22,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x4714af,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x8f2f9e,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.0026469458336695314,0.13910371217959522
0x692141,20.0,0.3,0.01,184.4020456,0.0,0.0,G0,0.0025683404161537795,0.14448674453094545
0x4d8ce6,20.0,0.3,0.01,225.38027799999998,0.0,0.0,G0,0.0028098665293354056,0.12794662653345454
0x526352,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
0x324a1f,18.0,0.4,0.01,196.0,0.0,0.0,G0,0.0020681058711847604,0.1787436548551173
0x2bd089,22.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
0x672704,20.0,0.36,0.01,196.0,0.0,0.0,G0,0.0024583837854520634,0.1520167611509093
0xa32ecd,20.0,0.44,0.01,196.0,0.0,0.0,G0,0.0021448173588276254,0.17349032203465367
0xa338e4,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023119434926184433,0.16204524085088182
