,0,1,2,3,Mothes,Fathers,Generation,Fitness,Results
0x8e0e8d,22.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x5273a9,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xc7fd0f,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x369e4b,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x80de50,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xa271f3,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xdc9766,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xb450cd,20.0,0.02,0.01,88.2,0.0,0.0,G0,0.0022221675041533455,0.13649535423475714
0xcaa7d3,20.0,0.02,0.01,107.8,0.0,0.0,G0,0.0025669255280210378,0.11749562777485592
0x5e4c7e,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x7db8cb,18.0,0.02,0.01,98.0,0.0,0.0,G0,0.0020981977218172123,0.14332736912814786
0xf785dc,22.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xeba48d,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x51252e,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xe586d2,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x725ada,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x10d7f5,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0xc4b850,20.0,0.02,0.01,98.0,0.0,0.0,G0,0.0024117844530676725,0.12604550270957302
0x90d333,20.0,0.02,0.01,88.2,0.0,0.0,G0,0.0022221675041533455,0.13649535423475714
0x3e4cb,20.0,0.02,0.01,107.8,0.0,0.0,G0,0.0025669255280210378,0.11749562777485592
0x853692,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x4356aa,18.0,0.02,0.02,98.0,0.0,0.0,G0,0.0018721948809300448,0.1557824589556283
0xc7b14,22.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x42bdf9,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0xad649d,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0xa82535,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x23f335,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x29e7cc,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x5faed7,20.0,0.02,0.02,98.0,0.0,0.0,G0,0.0021601906315853224,0.1399109197738046
0x1af3f1,20.0,0.02,0.02,88.2,0.0,0.0,G0,0.0019497151988486716,0.15151028910439454
0x2c8aaa,20.0,0.02,0.02,107.8,0.0,0.0,G0,0.002332397731599321,0.13042053066548764
0x674edb,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0xe57644,9.0,0.02,0.02,98.0,0.0,0.0,G0,0.0016913257208361137,0.16575021700303952
0x56eab0,11.0,0.02,0.02,98.0,0.0,0.0,G0,0.002006567388057553,0.14837714652660255
0xe7ed79,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0x63d2a6,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0xf2763e,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0x99f3b,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0x55eb1e,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0x2b522a,10.0,0.02,0.02,98.0,0.0,0.0,G0,0.00200409122404763,0.14851360872791872
0x8abadf,10.0,0.02,0.02,88.2,0.0,0.0,G0,0.0018021728109155477,0.15964139793406398
0xed55a7,10.0,0.02,0.02,107.8,0.0,0.0,G0,0.0021692971334662738,0.1394090575029759
0xa2c66c,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x894f05,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.00047784241757561143,0.2326256752358986
0x7f28ac,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x647643,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.001206935097022746,0.19244514131240625
0xca0353,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0007128577614191072,0.21967390344879825
0xfca5f2,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0xd85fe5,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x2cd341,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x61d545,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x44e6c6,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0006675851884397573,0.22216888962227066
0xa5e945,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0012287362091501016,0.19124367495552647
0x351489,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0x5098f0,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.0015201960658759253,0.17518122776515205
0x33a6f5,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xd0cce5,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.0019684404476743673,0.1504783345712106
0xd24bc0,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0018293809755643357,0.15814194715985572
0x5d2efc,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0x1532f8,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xb76ef9,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0x7a0744,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xa93760,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0016686434577425698,0.16700024387531975
0xef8000,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.0020904502978849517,0.14375433217263475
0x405341,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x9c50cc,18.0,0.4,0.01,98.0,0.0,0.0,G0,0.00047784241757561143,0.2326256752358986
0xf1b322,22.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x4c1ae2,20.0,0.36,0.01,98.0,0.0,0.0,G0,0.001206935097022746,0.19244514131240625
0xc8de3e,20.0,0.44,0.01,98.0,0.0,0.0,G0,0.0007128577614191072,0.21967390344879825
0x419228,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0xd45ab5,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x467db7,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0xd05bcd,20.0,0.4,0.01,98.0,0.0,0.0,G0,0.0009762183080798967,0.20516001834541528
0x309f8c,20.0,0.4,0.01,88.2,0.0,0.0,G0,0.0006675851884397573,0.22216888962227066
0xd791a1,20.0,0.4,0.01,107.8,0.0,0.0,G0,0.0012287362091501016,0.19124367495552647
0x20ba6d,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xb0f504,18.0,0.2,0.01,98.0,0.0,0.0,G0,0.0015201960658759253,0.17518122776515205
0xd3146d,22.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xaf9841,20.0,0.18,0.01,98.0,0.0,0.0,G0,0.0019684404476743673,0.1504783345712106
0xb4c661,20.0,0.22,0.01,98.0,0.0,0.0,G0,0.0018293809755643357,0.15814194715985572
0xc71c1,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xec6a79,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xe6e5c1,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xadaf,20.0,0.2,0.01,98.0,0.0,0.0,G0,0.0019006372636059142,0.15421499002583558
0xc8f88,20.0,0.2,0.01,88.2,0.0,0.0,G0,0.0016686434577425698,0.16700024387531975
0x6f87e,20.0,0.2,0.01,107.8,0.0,0.0,G0,0.0020904502978849517,0.14375433217263475
0xf73030,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0xcb04db,18.0,0.05,0.01,98.0,0.0,0.0,G0,0.0020169175676118386,0.14780674477601774
0x950d20,22.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0x2b4b6,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0xebe356,20.0,0.06,0.01,98.0,0.0,0.0,G0,0.0023150166532692105,0.13137840752690322
0xd8f860,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0xc0668,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0xa8fa9f,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0x3d1382,20.0,0.05,0.01,98.0,0.0,0.0,G0,0.0023399682278880713,0.13000331816079144
0xf769fc,20.0,0.05,0.01,88.2,0.0,0.0,G0,0.002144397326836672,0.14078129391841734
0x9b960e,20.0,0.05,0.01,107.8,0.0,0.0,G0,0.0024999807161832036,0.12118497805758215
0x87da89,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0xe5f533,18.0,0.1,0.01,98.0,0.0,0.0,G0,0.0018695403548361486,0.1559287507492141
0xd34edb,22.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0x8cdb66,20.0,0.09,0.01,98.0,0.0,0.0,G0,0.002236891083233253,0.13568393301853526
0x60ccee,20.0,0.11,0.01,98.0,0.0,0.0,G0,0.002181899021034559,0.13871456339377505
0xc2d74f,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0xa50113,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0xaba79a,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0xaf4517,20.0,0.1,0.01,98.0,0.0,0.0,G0,0.002209698735674953,0.13718251210775914
0xae5335,20.0,0.1,0.01,88.2,0.0,0.0,G0,0.002003327791602385,0.14855568173746767
0x7796af,20.0,0.1,0.01,107.8,0.0,0.0,G0,0.00237854761909953,0.1278771954043606
0xd8c245,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0xb18d00,18.0,0.3,0.01,98.0,0.0,0.0,G0,0.0010724331895465259,0.19985758503659887
0x6fa43b,22.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0xd7bf86,20.0,0.27,0.01,98.0,0.0,0.0,G0,0.0016342840979585722,0.16889379933172247
0x1d50,20.0,0.33,0.01,98.0,0.0,0.0,G0,0.0013620391346922346,0.18389730751441047
0x5f2c4f,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0x72d07,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0xcfa921,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0x37f5e8,20.0,0.3,0.01,98.0,0.0,0.0,G0,0.0015039506363074791,0.17607651865515472
0x754f46,20.0,0.3,0.01,88.2,0.0,0.0,G0,0.001239069371009377,0.1906742110556305
0xbe2b3a,20.0,0.3,0.01,107.8,0.0,0.0,G0,0.0017206715806568284,0.16413295715490278
0x75fbd0,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0x4bdaf7,9.0,0.05,0.01,98.0,0.0,0.0,G0,0.0017144486485026016,0.16447590496328854
0x7fdbba,11.0,0.05,0.01,98.0,0.0,0.0,G0,0.0020536943610385086,0.14577996376787744
0x42ed60,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0x767922,10.0,0.06,0.02,98.0,0.0,0.0,G0,0.0018907197849287352,0.15476154549080895
0x43dd5a,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0xc7edae,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0x561cc5,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0x219803,10.0,0.05,0.02,98.0,0.0,0.0,G0,0.0019199476207002538,0.15315078998628476
0xce883,10.0,0.05,0.02,88.2,0.0,0.0,G0,0.00171172451745179,0.16462603270861467
0xbc43d1,10.0,0.05,0.02,107.8,0.0,0.0,G0,0.0020903119109130174,0.14376195872352074
0x8f9625,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017673903907733403,0.16155826838395645
0x11d688,9.0,0.1,0.01,98.0,0.0,0.0,G0,0.0015513954202190374,0.17346182123301532
0xb718ff,11.0,0.1,0.01,98.0,0.0,0.0,G0,0.0019083795374859153,0.15378831080239824
0xac79b1,10.0,0.09,0.02,98.0,0.0,0.0,G0,0.0017992272674175836,0.15980372779113075
0x7b2d38,10.0,0.11,0.02,98.0,0.0,0.0,G0,0.001734846657062491,0.1633517640988736
0x386258,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017673903907733403,0.16155826838395645
0xc9c69a,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017673903907733403,0.16155826838395645
0x9b08ea,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017673903907733403,0.16155826838395645
0xecc2b,10.0,0.1,0.02,98.0,0.0,0.0,G0,0.0017673903907733403,0.16155826838395645
0xfd1bc9,10.0,0.1,0.02,88.2,0.0,0.0,G0,0.0015477365189169286,0.17366346446992667
0xdee5f4,10.0,0.1,0.02,107.8,0.0,0.0,G0,0.0019471071243514094,0.15165402093543104
0x904f51,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014058290709121559,0.1814840299333952
0x3134a2,9.0,0.2,0.01,98.0,0.0,0.0,G0,0.0011652831508731612,0.19474059356754608
0x6b33cf,11.0,0.2,0.01,98.0,0.0,0.0,G0,0.001563941218374994,0.17277041822951109
0x56316b,10.0,0.18,0.02,98.0,0.0,0.0,G0,0.0014851044720382426,0.1771151368776309
0xe01fc0,10.0,0.22,0.02,98.0,0.0,0.0,G0,0.0013225437909972757,0.18607390870914287
0x6a98da,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014058290709121559,0.1814840299333952
0xeb4fa3,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014058290709121559,0.1814840299333952
0xa465e6,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014058290709121559,0.1814840299333952
0xeaf7df,10.0,0.2,0.02,98.0,0.0,0.0,G0,0.0014058290709121559,0.1814840299333952
0xe1e92c,10.0,0.2,0.02,88.2,0.0,0.0,G0,0.0011590842261343197,0.1950822183194872
0xb94d67,10.0,0.2,0.02,107.8,0.0,0.0,G0,0.0016077111372555528,0.17035824381055736
0xaf1e0a,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009425342605399006,0.2070163571251266
0x363905,9.0,0.3,0.01,98.0,0.0,0.0,G0,0.0006711957143263645,0.22196991237019006
0xee3805,11.0,0.3,0.01,98.0,0.0,0.0,G0,0.0011225019451288054,0.19709827968504007
0x62b1a,10.0,0.27,0.02,98.0,0.0,0.0,G0,0.0010946560436192853,0.19863287634438648
0xe18202,10.0,0.33,0.02,98.0,0.0,0.0,G0,0.0007770057589687209,0.2161386865081744
0x6295bf,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009425342605399006,0.2070163571251266
0x243c57,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009425342605399006,0.2070163571251266
0x3e994f,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009425342605399006,0.2070163571251266
0x239f9d,10.0,0.3,0.02,98.0,0.0,0.0,G0,0.0009425342605399006,0.2070163571251266
0x7d0611,10.0,0.3,0.02,88.2,0.0,0.0,G0,0.0006610757822150652,0.22252762510954968
0x17c0ba,10.0,0.3,0.02,107.8,0.0,0.0,G0,0.0011728183795262444,0.19432532467368466
0xa3d67d,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0xeb0aba,18.0,0.05,0.01,196.0,0.0,0.0,G0,0.0029317638786032388,0.09738926800002563
0x5eaff0,22.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0x52f2bf,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0xcdabb2,20.0,0.06,0.01,196.0,0.0,0.0,G0,0.0032043924465142482,0.08236461924101181
0x80217b,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0x8430d8,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0x581cb3,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0x460f78,20.0,0.05,0.01,196.0,0.0,0.0,G0,0.00322003525252501,0.08150253913063317
0x40f6c7,20.0,0.05,0.01,184.4020456,0.0,0.0,G0,0.003164683700188487,0.08455298112390915
0x20bc28,20.0,0.05,0.01,225.38027799999998,0.0,0.0,G0,0.003334759012364466,0.07518007553443395
0xed7313,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0x2106a8,18.0,0.1,0.01,196.0,0.0,0.0,G0,0.0028346576275058437,0.10274082497816008
0x451f2b,22.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0xcc5d4c,20.0,0.09,0.01,196.0,0.0,0.0,G0,0.003155413447985278,0.08506386772808243
0xdff901,20.0,0.11,0.01,196.0,0.0,0.0,G0,0.0031209374610287003,0.08696385054577456
0x6d8669,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0x501ea8,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0x7c7c2f,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0x47f96d,20.0,0.1,0.01,196.0,0.0,0.0,G0,0.0031383658417989263,0.08600336683154959
0x6705b5,20.0,0.1,0.01,184.4020456,0.0,0.0,G0,0.003079957601870798,0.08922226386892386
0x7ccead,20.0,0.1,0.01,225.38027799999998,0.0,0.0,G0,0.003259425010102297,0.07933175682107486
0x533b22,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0x9af82b,18.0,0.2,0.01,196.0,0.0,0.0,G0,0.0026044760844823357,0.11542620443503675
0xac3fc,22.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0x4a804f,20.0,0.18,0.01,196.0,0.0,0.0,G0,0.00298711460193413,0.09433887169351876
0x84149d,20.0,0.22,0.01,196.0,0.0,0.0,G0,0.0028999345189372073,0.09914339432974516
0xc39612,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0x88f9a1,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0x6b98eb,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0xde6327,20.0,0.2,0.01,196.0,0.0,0.0,G0,0.0029446069818141133,0.09668148041856374
0x719727,20.0,0.2,0.01,184.4020456,0.0,0.0,G0,0.0028789468185794038,0.10030003330031102
0x2726b2,20.0,0.2,0.01,225.38027799999998,0.0,0.0,G0,0.003080696765749366,0.08918152830795187
0xf3b696,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0xf6a4fb,18.0,0.3,0.01,196.0,0.0,0.0,G0,0.002309446931182278,0.13168535671672105
0x529d8f,22.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0x32a3fb,20.0,0.27,0.01,196.0,0.0,0.0,G0,0.002777623095457528,0.10588401652894562
0x99d871,20.0,0.33,0.01,196.0,0.0,0.0,G0,0.002606945484411562,0.1152901150044006
0x12e603,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0x14da5f,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0x9e8906,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0x69e8ac,20.0,0.3,0.01,196.0,0.0,0.0,G0,0.002695913580588755,0.11038705438216674
0x226421,20.0,0.3,0.01,184.4020456,0.0,0.0,G0,0.0026209454276565403,0.11451857359363185
0xf295fa,20.0,0.3,0.01,225.38027799999998,0.0,0.0,G0,0.00285129546256947,0.10182390849410697
0xe463e3,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023650641427407845,0.1286202741575995
0x290aba,18.0,0.4,0.01,196.0,0.0,0.0,G0,0.0019176734696290327,0.15327611918905995
0xd12a0d,22.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023650641427407845,0.1286202741575995
0x9a3ce7,20.0,0.36,0.01,196.0,0.0,0.0,G0,0.002509706636370457,0.12064897944308853
0xfb43c8,20.0,0.44,0.01,196.0,0.0,0.0,G0,0.0021999564088509616,0.13771941489732215
0x4af064,20.0,0.4,0.01,196.0,0.0,0.0,G0,0.0023650641427407845,0.1286202741575995
