ProjectName,PanTyp,InvLif,PrjLif,ModSta,PrjTyp,PrjLoc,OprCosInf,InvCosInf,RenCos,TimStp,Tech
0,4110,10,20,01/06/2014,GroundmountPVArray,Cornwall,2.1,2.1,0.5,month,Data/Panel/NoEnhancment
0,4880,10,20,01/06/2014,GroundmountPVArray,Cornwall,2.1,2.1,0.5,month,Data/Panel/NoEnhancment
