ProjectNameT,DollarPerWatt,PVSize,SystemArea,ProjectYield,PanelSize,Design,Construction,Framing,DCcabling,ACcabling,CivilWork(Panels),CivilWork(general),PVPanels,FixedProjectCosts,Freight(Panels),Freight(other),Inverters,Controls
Commercial Rooftop,0.8995,4406,23247.6755,997.6912615,400,0.028520706,0.264334252,0.056305505,0.059016663,0.099498085,0.022385833,0.026559932,0.34186409,0.014771975,0.020565507,0.013710338,0.049694955,0.002772158
