ProjectNameT,DollarPerWatt,PVSize,SystemArea,ProjectYield,PanelSize,Location,Design,Construction,Framing,DCcabling,ACcabling,CivilWork(Panels),CivilWork(general),PVPanels,FixedProjectCosts,Freight(Panels),Freight(other),Inverters,Controls
Groundmount PV Array,0.7349,5492.475,59514.57737,1196.506134,400,Fiji,0.02259,0.18811,0.10622,0.02099,0.03991,0.03466,0.04348,0.33609,0.02823,0.02239,0.01492,0.12861,0.0138
